question,pollname,state,region,subregion,answer,percent,dem,rep
Income,INCOME16GEN,OR,West,Pacific,"$50K-$99,999",34,51,43
Income,INCOME16GEN,OR,West,Pacific,"$100K-$199,999",21,55,35
Income,INCOME16GEN,OR,West,Pacific,"$200K-$249,999",3,N/A,N/A
Income,INCOME16GEN,OR,West,Pacific,"$250,000 or more",3,N/A,N/A
Income,INCOME3,OR,West,Pacific,Under $50K,39,44,41
Income,INCOME3,OR,West,Pacific,$50K-$100K,34,51,43
Income,INCOME3,OR,West,Pacific,$100K or more,28,53,35
Income,INC50K,OR,West,Pacific,Under $50K,39,44,41
Income,INC50K,OR,West,Pacific,$50K or more,61,52,40
Income,INC100K,OR,West,Pacific,Under $100K,72,47,42
Income,INC100K,OR,West,Pacific,$100K or more,28,53,35
Party ID,PARTY,OR,West,Pacific,Democrats,34,90,4
Party ID,PARTY,OR,West,Pacific,Republicans,23,8,85
Party ID,PARTY,OR,West,Pacific,Independents,44,42,42
Party by gender,PARTYGENDER,OR,West,Pacific,Democratic men,13,88,6
Party by gender,PARTYGENDER,OR,West,Pacific,Democratic women,21,91,4
Party by gender,PARTYGENDER,OR,West,Pacific,Republican men,11,9,85
Party by gender,PARTYGENDER,OR,West,Pacific,Republican women,11,6,85
Party by gender,PARTYGENDER,OR,West,Pacific,Independent men,23,38,47
Party by gender,PARTYGENDER,OR,West,Pacific,Independent women,20,47,35
Ideology,PHIL3,OR,West,Pacific,Liberal,34,87,5
Ideology,PHIL3,OR,West,Pacific,Moderate,37,50,35
Ideology,PHIL3,OR,West,Pacific,Conservative,29,8,84
When did you decide presidential vote?,TIME16,OR,West,Pacific,Last few days,N/A,N/A,N/A
When did you decide presidential vote?,TIME16,OR,West,Pacific,Last week,3,N/A,N/A
When did you decide presidential vote?,TIME16,OR,West,Pacific,In October,19,34,49
When did you decide presidential vote?,TIME16,OR,West,Pacific,In September,11,39,48
When did you decide presidential vote?,TIME16,OR,West,Pacific,Before September,65,56,36
When did you decide presidential vote?,TIME16WEEK,OR,West,Pacific,In the last week,3,N/A,N/A
When did you decide presidential vote?,TIME16WEEK,OR,West,Pacific,Before that,95,50,40
When did you decide presidential vote?,TIME16MONTH,OR,West,Pacific,In the last month,22,33,47
When did you decide presidential vote?,TIME16MONTH,OR,West,Pacific,Before that,76,54,38
Opinion of presidential candidate you voted for,DESCRIBP12,OR,West,Pacific,Strongly favor ,32,54,38
Opinion of presidential candidate you voted for,DESCRIBP12,OR,West,Pacific,Have reservations,30,60,36
Opinion of presidential candidate you voted for,DESCRIBP12,OR,West,Pacific,Dislike opponents,36,37,44
Most important issue facing the country,ISSUE16,OR,West,Pacific,Foreign policy,16,62,25
Most important issue facing the country,ISSUE16,OR,West,Pacific,Immigration,11,33,62
Most important issue facing the country,ISSUE16,OR,West,Pacific,Economy,57,53,34
Most important issue facing the country,ISSUE16,OR,West,Pacific,Terrorism,13,27,63
Which candidate quality mattered most?,QLT16,OR,West,Pacific,Cares about me,13,50,42
Which candidate quality mattered most?,QLT16,OR,West,Pacific,Can bring change,32,12,78
Which candidate quality mattered most?,QLT16,OR,West,Pacific,Right experience,24,91,6
Which candidate quality mattered most?,QLT16,OR,West,Pacific,Good judgment,29,58,26
Illegal immigrants working in the U.S. should be:,IMMDEPORT,OR,West,Pacific,Offered legal status,78,60,29
Illegal immigrants working in the U.S. should be:,IMMDEPORT,OR,West,Pacific,Deported to home country,17,9,80
Opinion of Barack Obama as president,OBAMA4,OR,West,Pacific,Strongly approve,36,94,2
Opinion of Barack Obama as president,OBAMA4,OR,West,Pacific,Somewhat approve,22,63,16
Opinion of Barack Obama as president,OBAMA4,OR,West,Pacific,Somewhat disapprove,10,N/A,N/A
Opinion of Barack Obama as president,OBAMA4,OR,West,Pacific,Strongly disapprove,31,0,92
Opinion of Barack Obama as president,OBAMA2,OR,West,Pacific,Approve,58,82,7
Opinion of Barack Obama as president,OBAMA2,OR,West,Pacific,Disapprove,41,3,86
Opinion of Hillary Clinton,FAVHCLIN16,OR,West,Pacific,Favorable,43,95,3
Opinion of Hillary Clinton,FAVHCLIN16,OR,West,Pacific,Unfavorable,56,13,69
Opinion of Donald Trump,FAVTRUMP,OR,West,Pacific,Favorable,33,2,96
Opinion of Donald Trump,FAVTRUMP,OR,West,Pacific,Unfavorable,65,74,12
Opinion of Clinton and Trump,FAVPRES16,OR,West,Pacific,Both favorable,2,N/A,N/A
Opinion of Clinton and Trump,FAVPRES16,OR,West,Pacific,Only Clinton favorable,41,97,1
Opinion of Clinton and Trump,FAVPRES16,OR,West,Pacific,Only Trump favorable,31,N/A,98
Opinion of Clinton and Trump,FAVPRES16,OR,West,Pacific,Both unfavorable,23,31,31
Is Hillary Clinton honest and trustworthy?,CLINHONEST,OR,West,Pacific,Yes,36,97,0
Is Hillary Clinton honest and trustworthy?,CLINHONEST,OR,West,Pacific,No,61,20,64
Is Donald Trump honest and trustworthy?,TRUMPHONEST,OR,West,Pacific,Yes,30,3,96
Is Donald Trump honest and trustworthy?,TRUMPHONEST,OR,West,Pacific,No,68,71,14
Which candidate is honest?,HONEST16,OR,West,Pacific,Both are,1,N/A,N/A
Which candidate is honest?,HONEST16,OR,West,Pacific,Only Clinton is,35,98,0
Which candidate is honest?,HONEST16,OR,West,Pacific,Only Trump is,30,0,99
Which candidate is honest?,HONEST16,OR,West,Pacific,Neither is,31,39,30
Does Clinton have the temperament to be president?,TEMPCLINTON,OR,West,Pacific,Yes,60,81,11
Does Clinton have the temperament to be president?,TEMPCLINTON,OR,West,Pacific,No,39,3,83
Does Trump have the temperament to be president?,TEMPTRUMP,OR,West,Pacific,Yes,33,2,95
Does Trump have the temperament to be president?,TEMPTRUMP,OR,West,Pacific,No,66,73,12
Which candidate has the right temperament?,TEMPERAMENT16,OR,West,Pacific,Both do,6,N/A,N/A
Which candidate has the right temperament?,TEMPERAMENT16,OR,West,Pacific,Only Clinton does,54,88,3
Which candidate has the right temperament?,TEMPERAMENT16,OR,West,Pacific,Only Trump does,27,1,97
Which candidate has the right temperament?,TEMPERAMENT16,OR,West,Pacific,Neither does,12,7,51
Condition of national economy,NEC,OR,West,Pacific,Excellent,2,N/A,N/A
Condition of national economy,NEC,OR,West,Pacific,Good,36,85,9
Condition of national economy,NEC,OR,West,Pacific,Not good,37,38,49
Condition of national economy,NEC,OR,West,Pacific,Poor,24,9,74
Condition of national economy,NEC2,OR,West,Pacific,Good,39,84,10
Condition of national economy,NEC2,OR,West,Pacific,Poor,61,27,59
Life for the next generation of Americans will be:,LIFE,OR,West,Pacific,Better than today,22,51,39
Life for the next generation of Americans will be:,LIFE,OR,West,Pacific,Worse than today,33,30,53
Life for the next generation of Americans will be:,LIFE,OR,West,Pacific,About the same,41,66,27
Area type,SIZEPLC3,OR,West,Pacific,Urban area,35,64,26
Area type,SIZEPLC3,OR,West,Pacific,Suburban area,46,49,42
Area type,SIZEPLC3,OR,West,Pacific,Rural area,19,31,55
Region,GEOCOD,OR,West,Pacific,Multnomah County,21,70,18
Region,GEOCOD,OR,West,Pacific,Portland Suburbs,26,52,38
Region,GEOCOD,OR,West,Pacific,Willamette Val. / N.W.,29,50,40
Region,GEOCOD,OR,West,Pacific,East / South,25,32,56
