year,question,pollname,state,region,subregion,answer,percent,dem,rep
2016,Do you think immigrants to the U.S. today:,IMMBETTER,CO,West,Mountain,Help the country,64,67,25
2016,Do you think immigrants to the U.S. today:,IMMBETTER,CO,West,Mountain,Hurt the country,24,12,81
2016,How do things work in the U.S. today?,RACEFACTOR,CO,West,Mountain,Whites are favored,34,82,10
2016,How do things work in the U.S. today?,RACEFACTOR,CO,West,Mountain,Minorities are favored,20,12,83
2016,How do things work in the U.S. today?,RACEFACTOR,CO,West,Mountain,No group is favored,39,39,51
2016,Feelings about the federal government,GOVTANGR16,CO,West,Mountain,Enthusiastic,4,N/A,N/A
2016,Feelings about the federal government,GOVTANGR16,CO,West,Mountain,Satisfied,25,85,13
2016,Feelings about the federal government,GOVTANGR16,CO,West,Mountain,Dissatisfied,37,44,46
2016,Feelings about the federal government,GOVTANGR16,CO,West,Mountain,Angry,32,20,70
2016,Feelings about the federal government,GOVTANGR16B,CO,West,Mountain,Enthusiastic/Satisfied,29,85,12
2016,Feelings about the federal government,GOVTANGR16B,CO,West,Mountain,Dissatisfied/Angry,70,33,57
2016,Opinion of Barack Obama as president,OBAMA4,CO,West,Mountain,Strongly approve,35,95,2
2016,Opinion of Barack Obama as president,OBAMA4,CO,West,Mountain,Somewhat approve,19,66,15
2016,Opinion of Barack Obama as president,OBAMA4,CO,West,Mountain,Somewhat disapprove,9,12,68
2016,Opinion of Barack Obama as president,OBAMA4,CO,West,Mountain,Strongly disapprove,35,3,93
2016,Opinion of Barack Obama as president,OBAMA2,CO,West,Mountain,Approve,53,85,6
2016,Opinion of Barack Obama as president,OBAMA2,CO,West,Mountain,Disapprove,45,5,88
2016,Opinion of Hillary Clinton,FAVHCLIN16,CO,West,Mountain,Favorable,44,94,3
2016,Opinion of Hillary Clinton,FAVHCLIN16,CO,West,Mountain,Unfavorable,54,10,78
2016,Opinion of Donald Trump,FAVTRUMP,CO,West,Mountain,Favorable,37,3,97
2016,Opinion of Donald Trump,FAVTRUMP,CO,West,Mountain,Unfavorable,62,76,12
2016,Opinion of Clinton and Trump,FAVPRES16,CO,West,Mountain,Both favorable,2,N/A,N/A
2016,Opinion of Clinton and Trump,FAVPRES16,CO,West,Mountain,Only Clinton favorable,42,97,N/A
2016,Opinion of Clinton and Trump,FAVPRES16,CO,West,Mountain,Only Trump favorable,35,2,98
2016,Opinion of Clinton and Trump,FAVPRES16,CO,West,Mountain,Both unfavorable,19,27,40
2016,Is Hillary Clinton honest and trustworthy?,CLINHONEST,CO,West,Mountain,Yes,38,97,1
2016,Is Hillary Clinton honest and trustworthy?,CLINHONEST,CO,West,Mountain,No,60,18,71
2016,Is Donald Trump honest and trustworthy?,TRUMPHONEST,CO,West,Mountain,Yes,35,3,94
2016,Is Donald Trump honest and trustworthy?,TRUMPHONEST,CO,West,Mountain,No,64,73,16
2016,Which candidate is honest?,HONEST16,CO,West,Mountain,Both are,1,N/A,N/A
2016,Which candidate is honest?,HONEST16,CO,West,Mountain,Only Clinton is,36,99,0
2016,Which candidate is honest?,HONEST16,CO,West,Mountain,Only Trump is,33,1,96
2016,Which candidate is honest?,HONEST16,CO,West,Mountain,Neither is,27,38,39
2016,Does Clinton have the temperament to be president?,TEMPCLINTON,CO,West,Mountain,Yes,58,80,11
2016,Does Clinton have the temperament to be president?,TEMPCLINTON,CO,West,Mountain,No,41,5,89
2016,Does Trump have the temperament to be president?,TEMPTRUMP,CO,West,Mountain,Yes,36,2,96
2016,Does Trump have the temperament to be president?,TEMPTRUMP,CO,West,Mountain,No,63,76,13
2016,Which candidate has the right temperament?,TEMPERAMENT16,CO,West,Mountain,Both do,5,N/A,N/A
2016,Which candidate has the right temperament?,TEMPERAMENT16,CO,West,Mountain,Only Clinton does,53,87,3
2016,Which candidate has the right temperament?,TEMPERAMENT16,CO,West,Mountain,Only Trump does,31,1,97
2016,Which candidate has the right temperament?,TEMPERAMENT16,CO,West,Mountain,Neither does,10,15,63
2016,Is Clinton qualified to serve as president?,QUALCLINTON,CO,West,Mountain,Yes,56,85,9
2016,Is Clinton qualified to serve as president?,QUALCLINTON,CO,West,Mountain,No,43,3,88
2016,Is Trump qualified to serve as president?,QUALTRUMP,CO,West,Mountain,Yes,38,3,95
2016,Is Trump qualified to serve as president?,QUALTRUMP,CO,West,Mountain,No,61,78,11
2016,Who is qualified to serve as president?,QUALIFIED16,CO,West,Mountain,Both are,5,N/A,N/A
2016,Who is qualified to serve as president?,QUALIFIED16,CO,West,Mountain,Only Clinton is,51,92,2
2016,Who is qualified to serve as president?,QUALIFIED16,CO,West,Mountain,Only Trump is,33,1,98
2016,Who is qualified to serve as president?,QUALIFIED16,CO,West,Mountain,Neither is,10,8,57
2016,Who would better handle the economy?,HANDLEECON16,CO,West,Mountain,Clinton,48,95,0
2016,Who would better handle the economy?,HANDLEECON16,CO,West,Mountain,Trump,46,3,93
2016,Who would better handle foreign policy?,HANDLEFP16,CO,West,Mountain,Clinton,55,85,8
2016,Who would better handle foreign policy?,HANDLEFP16,CO,West,Mountain,Trump,41,3,94
2016,Condition of national economy,NEC,CO,West,Mountain,Excellent,4,N/A,N/A
2016,Condition of national economy,NEC,CO,West,Mountain,Good,40,84,10
2016,Condition of national economy,NEC,CO,West,Mountain,Not good,29,27,63
2016,Condition of national economy,NEC,CO,West,Mountain,Poor,27,14,78
2016,Condition of national economy,NEC2,CO,West,Mountain,Good,44,84,10
2016,Condition of national economy,NEC2,CO,West,Mountain,Poor,56,21,70
2016,Life for the next generation of Americans will be:,LIFE,CO,West,Mountain,Better than today,28,64,33
2016,Life for the next generation of Americans will be:,LIFE,CO,West,Mountain,Worse than today,31,24,66
2016,Life for the next generation of Americans will be:,LIFE,CO,West,Mountain,About the same,37,60,30
2016,Which best describes you?,MOVETOCO14,CO,West,Mountain,Moved to Colo. since 2006,13,44,46
2016,Which best describes you?,MOVETOCO14,CO,West,Mountain,Moved to Colo. pre-2006,50,52,42
2016,Which best describes you?,MOVETOCO14,CO,West,Mountain,Born in Colorado,38,46,44
2016,Which better describes you?,BORNINCO14,CO,West,Mountain,Born in Colorado,38,46,44
2016,Which better describes you?,BORNINCO14,CO,West,Mountain,Moved to Colorado,62,50,43
2016,Vote for president in a two-way race,2WAYPRES16,CO,West,Mountain,Clinton,50,95,0
2016,Vote for president in a two-way race,2WAYPRES16,CO,West,Mountain,Trump,43,0,97
2016,Vote for president in a two-way race,2WAYPRES16,CO,West,Mountain,Would not vote,6,N/A,N/A
2016,Area type,SIZEPLC3,CO,West,Mountain,Urban area,39,53,39
2016,Area type,SIZEPLC3,CO,West,Mountain,Suburban area,49,48,44
2016,Area type,SIZEPLC3,CO,West,Mountain,Rural area,12,37,57
2016,Region,GEOCOD,CO,West,Mountain,East,17,41,52
2016,Region,GEOCOD,CO,West,Mountain,Denver / Eastern Suburbs,31,61,31
2016,Region,GEOCOD,CO,West,Mountain,Western Suburbs / Boulder,19,58,35
2016,Region,GEOCOD,CO,West,Mountain,Southern Front Range,20,31,58
2016,Region,GEOCOD,CO,West,Mountain,Colorado Rockies,14,40,52
