year,question,pollname,state,region,subregion,answer,percent,dem,rep
2012,Abortion Should Be...,ABORT2,NH,Northeast,New England,Illegal,25,15,84
2012,Most Important Issue Facing Country,ISSUE12,NH,Northeast,New England,Foreign Policy,5,N/A,N/A
2012,Most Important Issue Facing Country,ISSUE12,NH,Northeast,New England,Deficit,16,37,60
2012,Most Important Issue Facing Country,ISSUE12,NH,Northeast,New England,Economy,59,48,51
2012,Most Important Issue Facing Country,ISSUE12,NH,Northeast,New England,Health Care,18,84,16
2012,Most Important Candidate Quality,QLT12,NH,Northeast,New England,Shares My Values,27,55,42
2012,Most Important Candidate Quality,QLT12,NH,Northeast,New England,Strong Leader,19,32,67
2012,Most Important Candidate Quality,QLT12,NH,Northeast,New England,Cares About People,21,83,16
2012,Most Important Candidate Quality,QLT12,NH,Northeast,New England,Vision for Future,30,44,55
2012,Biggest Economic Problem Facing People Like You,ECONISS12,NH,Northeast,New England,Housing Market,8,N/A,N/A
2012,Biggest Economic Problem Facing People Like You,ECONISS12,NH,Northeast,New England,Unemployment,40,54,44
2012,Biggest Economic Problem Facing People Like You,ECONISS12,NH,Northeast,New England,Taxes,18,48,50
2012,Biggest Economic Problem Facing People Like You,ECONISS12,NH,Northeast,New England,Rising Prices,31,56,42
2012,2010 Health Care Law Should Be...,HEALTHCARE12,NH,Northeast,New England,Expanded,32,93,5
2012,2010 Health Care Law Should Be...,HEALTHCARE12,NH,Northeast,New England,Kept As Is,17,82,18
2012,2010 Health Care Law Should Be...,HEALTHCARE12,NH,Northeast,New England,Repealed In Part,24,32,66
2012,2010 Health Care Law Should Be...,HEALTHCARE12,NH,Northeast,New England,Repealed Completely,24,4,94
2012,Should 2010 Health Care Law Be Repealed?,HEALTHCARE12B,NH,Northeast,New England,No,48,89,9
2012,Should 2010 Health Care Law Be Repealed?,HEALTHCARE12B,NH,Northeast,New England,Yes,48,18,80
2012,Income Tax Rates Should Be...,TAXINC12,NH,Northeast,New England,Increased For All,11,67,33
2012,Income Tax Rates Should Be...,TAXINC12,NH,Northeast,New England,Increased for $250K+,50,73,26
2012,Income Tax Rates Should Be...,TAXINC12,NH,Northeast,New England,Not Increased,37,17,82
2012,Who Is More In Touch With People Like You?,INTOUCH12,NH,Northeast,New England,Obama,55,94,5
2012,Who Is More In Touch With People Like You?,INTOUCH12,NH,Northeast,New England,Romney,42,1,98
2012,Who Would Better Handle Economy?,HANDLEECON12,NH,Northeast,New England,Obama,50,98,1
2012,Who Would Better Handle Economy?,HANDLEECON12,NH,Northeast,New England,Romney,47,6,93
2012,Who Would Better Handle Medicare?,HANDLEMED12,NH,Northeast,New England,Obama,51,95,4
2012,Who Would Better Handle Medicare?,HANDLEMED12,NH,Northeast,New England,Romney,46,2,97
2012,Who Would Better Handle Deficit?,HANDLEDEF12,NH,Northeast,New England,Obama,47,98,1
2012,Who Would Better Handle Deficit?,HANDLEDEF12,NH,Northeast,New England,Romney,51,11,88
2012,Opinion of Government,GOVTDO10,NH,Northeast,New England,Government Should Do More,43,91,9
2012,Opinion of Government,GOVTDO10,NH,Northeast,New England,Government Doing Too Much,53,22,75
2012,National Economic Conditions,NEC,NH,Northeast,New England,Excellent,1,N/A,N/A
2012,National Economic Conditions,NEC,NH,Northeast,New England,Good,24,90,10
2012,National Economic Conditions,NEC,NH,Northeast,New England,Not So Good,48,55,43
2012,National Economic Conditions,NEC,NH,Northeast,New England,Poor,25,10,88
2012,National Economic Conditions,NEC2,NH,Northeast,New England,Excellent/Good,26,89,10
2012,National Economic Conditions,NEC2,NH,Northeast,New England,Not So Good/Poor,73,39,59
2012,U.S. Economic Conditions Are...,ECONBETT,NH,Northeast,New England,Getting Better,43,93,6
2012,U.S. Economic Conditions Are...,ECONBETT,NH,Northeast,New England,Getting Worse,34,8,89
2012,U.S. Economic Conditions Are...,ECONBETT,NH,Northeast,New England,Staying About the Same,22,43,56
2012,U.S. Economic Conditions Are...,ECONDIR,NH,Northeast,New England,Getting Better,43,93,6
2012,U.S. Economic Conditions Are...,ECONDIR,NH,Northeast,New England,Good and Staying the Same,4,N/A,N/A
2012,U.S. Economic Conditions Are...,ECONDIR,NH,Northeast,New England,Poor and Staying the Same,18,38,61
2012,U.S. Economic Conditions Are...,ECONDIR,NH,Northeast,New England,Getting Worse,34,8,89
2012,Your Family's Financial Situation,FINSIT,NH,Northeast,New England,Better,22,88,10
2012,Your Family's Financial Situation,FINSIT,NH,Northeast,New England,Worse,36,16,82
2012,Your Family's Financial Situation,FINSIT,NH,Northeast,New England,Same,41,67,31
2012,More to Blame for Current Economic Problems?,ECONBLAME12,NH,Northeast,New England,Barack Obama,38,9,89
2012,More to Blame for Current Economic Problems?,ECONBLAME12,NH,Northeast,New England,George W. Bush,57,83,16
2012,Opinion of Obama Administration,OBAMANG,NH,Northeast,New England,Enthusiastic,28,98,2
2012,Opinion of Obama Administration,OBAMANG,NH,Northeast,New England,Satisfied,23,91,9
2012,Opinion of Obama Administration,OBAMANG,NH,Northeast,New England,Dissatisfied,27,7,90
2012,Opinion of Obama Administration,OBAMANG,NH,Northeast,New England,Angry,21,1,96
2012,Opinion of Obama Administration,OBAMANG2,NH,Northeast,New England,Enthusiastic/Satisfied,50,95,5
2012,Opinion of Obama Administration,OBAMANG2,NH,Northeast,New England,Dissatisfied/Angry,48,4,93
2012,Opinion of Barack Obama,FAVOBAMA2,NH,Northeast,New England,Favorable,57,93,7
2012,Opinion of Barack Obama,FAVOBAMA2,NH,Northeast,New England,Unfavorable,41,2,95
2012,Opinion of Mitt Romney,FAVROMN2,NH,Northeast,New England,Favorable,47,11,88
2012,Opinion of Mitt Romney,FAVROMN2,NH,Northeast,New England,Unfavorable,51,94,4
2012,Do Obama Policies Generally Favor...,OBAMARICH,NH,Northeast,New England,Rich,9,N/A,N/A
2012,Do Obama Policies Generally Favor...,OBAMARICH,NH,Northeast,New England,Middle Class,49,86,14
2012,Do Obama Policies Generally Favor...,OBAMARICH,NH,Northeast,New England,Poor,33,14,85
2012,Would Romney Policies Generally Favor...,ROMNRICH,NH,Northeast,New England,Rich,55,88,10
2012,Would Romney Policies Generally Favor...,ROMNRICH,NH,Northeast,New England,Middle Class,38,4,95
2012,Would Romney Policies Generally Favor...,ROMNRICH,NH,Northeast,New England,Poor,1,N/A,N/A
2012,Opinion of Presidential Candidate You Voted For,DESCRIBP12,NH,Northeast,New England,Strongly Favor,70,56,43
2012,Opinion of Presidential Candidate You Voted For,DESCRIBP12,NH,Northeast,New England,Have Reservations,23,46,54
2012,Opinion of Presidential Candidate You Voted For,DESCRIBP12,NH,Northeast,New England,Dislike Opponent,7,N/A,N/A
2012,When Did You Decide Presidential Vote?,TIME12,NH,Northeast,New England,Just Today,5,N/A,N/A
2012,When Did You Decide Presidential Vote?,TIME12,NH,Northeast,New England,Last Few Days,8,N/A,N/A
2012,When Did You Decide Presidential Vote?,TIME12,NH,Northeast,New England,In October,10,N/A,N/A
2012,When Did You Decide Presidential Vote?,TIME12,NH,Northeast,New England,In September,5,N/A,N/A
2012,When Did You Decide Presidential Vote?,TIME12,NH,Northeast,New England,Before That,71,54,45
2012,When Did You Decide Presidential Vote?,TIME12FEWD,NH,Northeast,New England,Today/Last Few Days,13,54,43
2012,When Did You Decide Presidential Vote?,TIME12FEWD,NH,Northeast,New England,Before That,86,53,45
2012,When Did You Decide Presidential Vote?,TIME12MTH,NH,Northeast,New England,In October or November,23,52,45
2012,When Did You Decide Presidential Vote?,TIME12MTH,NH,Northeast,New England,Before That,77,54,45
2012,Vote by Marital Status,MARRIED,NH,Northeast,New England,Married,62,49,50
2012,Vote by Marital Status,MARRIED,NH,Northeast,New England,Unmarried,38,58,40
2012,Vote by Gender and Marital Status,SEXWED,NH,Northeast,New England,Married Men,30,43,55
2012,Vote by Gender and Marital Status,SEXWED,NH,Northeast,New England,Married Women,32,54,45
2012,Vote by Gender and Marital Status,SEXWED,NH,Northeast,New England,Unmarried Men,18,52,45
2012,Vote by Gender and Marital Status,SEXWED,NH,Northeast,New England,Unmarried Women,20,63,35
2012,Any Children Under 18 Living in Your Home?,CHILD12,NH,Northeast,New England,Yes,33,49,49
2012,Any Children Under 18 Living in Your Home?,CHILD12,NH,Northeast,New England,No,67,56,43
2012,Vote by Marital Status and Children,MARCHILD,NH,Northeast,New England,Married With Children,25,46,52
2012,Vote by Marital Status and Children,MARCHILD,NH,Northeast,New England,All Others,75,56,43
2012,Vote by Gender and Children in Household,PARENTS,NH,Northeast,New England,Fathers,16,44,53
2012,Vote by Gender and Children in Household,PARENTS,NH,Northeast,New England,Mothers,17,55,45
2012,Vote by Gender and Children in Household,PARENTS,NH,Northeast,New England,Men With No Children,33,50,49
2012,Vote by Gender and Children in Household,PARENTS,NH,Northeast,New England,Women With No Children,34,61,37
2012,Do You Work Full-Time For Pay?,WORK,NH,Northeast,New England,Yes,65,51,48
2012,Do You Work Full-Time For Pay?,WORK,NH,Northeast,New England,No,35,57,41
2012,Gun Owner in Household?,GUNOWNER12,NH,Northeast,New England,Yes,40,39,59
2012,Gun Owner in Household?,GUNOWNER12,NH,Northeast,New England,No,60,63,36
2012,Should Same-Sex Marriages Be Legal in Your State?,SAMESEXM12,NH,Northeast,New England,Yes,62,70,28
2012,Should Same-Sex Marriages Be Legal in Your State?,SAMESEXM12,NH,Northeast,New England,No,35,16,83
2012,Vote for Governor,GOVNH12,NH,Northeast,New England,Hassan,55,89,10
2012,Vote for Governor,GOVNH12,NH,Northeast,New England,Lamontagne,42,5,94
2012,Vote by Size of Place,SIZEPLC3,NH,Northeast,New England,Urban,11,53,46
2012,Vote by Size of Place,SIZEPLC3,NH,Northeast,New England,Suburban,51,49,50
2012,Vote by Size of Place,SIZEPLC3,NH,Northeast,New England,Rural,38,57,41
2012,Vote by Region,GEOCOD,NH,Northeast,New England,Seacoast,16,57,42
2012,Vote by Region,GEOCOD,NH,Northeast,New England,Manchester/Nashua Area,19,52,47
2012,Vote by Region,GEOCOD,NH,Northeast,New England,Concord/Conn. Valley,21,61,38
2012,Vote by Region,GEOCOD,NH,Northeast,New England,Southern New Hampshire,27,44,55
2012,Vote by Region,GEOCOD,NH,Northeast,New England,Northern New Hampshire,17,51,48
