question,pollname,state,region,subregion,answer,percent,dem,rep
Opinion of Tea Party Movement,TEAPARTY12,AZ,West,Mountain,Oppose,22,85,14
Most Important Issue Facing Country,ISSUE12,AZ,West,Mountain,Foreign Policy,7,N/A,N/A
Most Important Issue Facing Country,ISSUE12,AZ,West,Mountain,Deficit,19,20,72
Most Important Issue Facing Country,ISSUE12,AZ,West,Mountain,Economy,58,43,57
Most Important Issue Facing Country,ISSUE12,AZ,West,Mountain,Health Care,13,75,25
Most Important Candidate Quality,QLT12,AZ,West,Mountain,Shares My Values,28,32,67
Most Important Candidate Quality,QLT12,AZ,West,Mountain,Strong Leader,17,31,67
Most Important Candidate Quality,QLT12,AZ,West,Mountain,Cares About People,19,77,17
Most Important Candidate Quality,QLT12,AZ,West,Mountain,Vision for Future,34,44,55
Biggest Economic Problem Facing People Like You,ECONISS12,AZ,West,Mountain,Housing Market,7,N/A,N/A
Biggest Economic Problem Facing People Like You,ECONISS12,AZ,West,Mountain,Unemployment,34,43,57
Biggest Economic Problem Facing People Like You,ECONISS12,AZ,West,Mountain,Taxes,10,N/A,N/A
Biggest Economic Problem Facing People Like You,ECONISS12,AZ,West,Mountain,Rising Prices,45,43,52
2010 Health Care Law Should Be...,HEALTHCARE12,AZ,West,Mountain,Expanded,23,N/A,N/A
2010 Health Care Law Should Be...,HEALTHCARE12,AZ,West,Mountain,Kept As Is,13,N/A,N/A
2010 Health Care Law Should Be...,HEALTHCARE12,AZ,West,Mountain,Repealed In Part,22,N/A,N/A
2010 Health Care Law Should Be...,HEALTHCARE12,AZ,West,Mountain,Repealed Completely,35,N/A,N/A
Should 2010 Health Care Law Be Repealed?,HEALTHCARE12B,AZ,West,Mountain,No,36,89,8
Should 2010 Health Care Law Be Repealed?,HEALTHCARE12B,AZ,West,Mountain,Yes,57,9,88
Income Tax Rates Should Be...,TAXINC12,AZ,West,Mountain,Increased For All,7,N/A,N/A
Income Tax Rates Should Be...,TAXINC12,AZ,West,Mountain,Increased for $250K+,46,60,35
Income Tax Rates Should Be...,TAXINC12,AZ,West,Mountain,Not Increased,45,22,77
Most Illegal Immigrants Working in U.S. Should Be:,IMMDEPORT,AZ,West,Mountain,Offered Legal Status,61,51,47
Most Illegal Immigrants Working in U.S. Should Be:,IMMDEPORT,AZ,West,Mountain,Deported,33,N/A,N/A
Who Is More In Touch With People Like You?,INTOUCH12,AZ,West,Mountain,Obama,50,83,15
Who Is More In Touch With People Like You?,INTOUCH12,AZ,West,Mountain,Romney,45,N/A,100
Who Would Better Handle Economy?,HANDLEECON12,AZ,West,Mountain,Obama,39,98,N/A
Who Would Better Handle Economy?,HANDLEECON12,AZ,West,Mountain,Romney,58,4,94
Who Would Better Handle Medicare?,HANDLEMED12,AZ,West,Mountain,Obama,40,96,2
Who Would Better Handle Medicare?,HANDLEMED12,AZ,West,Mountain,Romney,53,1,98
Who Would Better Handle Deficit?,HANDLEDEF12,AZ,West,Mountain,Obama,39,98,N/A
Who Would Better Handle Deficit?,HANDLEDEF12,AZ,West,Mountain,Romney,59,4,94
Opinion of Government,GOVTDO10,AZ,West,Mountain,Government Should Do More,38,88,12
Opinion of Government,GOVTDO10,AZ,West,Mountain,Government Doing Too Much,58,20,80
National Economic Conditions,NEC,AZ,West,Mountain,Excellent,0,N/A,N/A
National Economic Conditions,NEC,AZ,West,Mountain,Good,13,N/A,N/A
National Economic Conditions,NEC,AZ,West,Mountain,Not So Good,44,52,46
National Economic Conditions,NEC,AZ,West,Mountain,Poor,42,17,77
National Economic Conditions,NEC2,AZ,West,Mountain,Excellent/Good,13,N/A,N/A
National Economic Conditions,NEC2,AZ,West,Mountain,Not So Good/Poor,86,35,61
U.S. Economic Conditions Are...,ECONBETT,AZ,West,Mountain,Getting Better,39,89,9
U.S. Economic Conditions Are...,ECONBETT,AZ,West,Mountain,Getting Worse,26,4,96
U.S. Economic Conditions Are...,ECONBETT,AZ,West,Mountain,Staying About the Same,30,N/A,N/A
U.S. Economic Conditions Are...,ECONDIR,AZ,West,Mountain,Getting Better,39,89,9
U.S. Economic Conditions Are...,ECONDIR,AZ,West,Mountain,Good and Staying the Same,1,N/A,N/A
U.S. Economic Conditions Are...,ECONDIR,AZ,West,Mountain,Poor and Staying the Same,29,N/A,N/A
U.S. Economic Conditions Are...,ECONDIR,AZ,West,Mountain,Getting Worse,26,4,96
Your Family's Financial Situation,FINSIT,AZ,West,Mountain,Better,32,92,8
Your Family's Financial Situation,FINSIT,AZ,West,Mountain,Worse,39,7,92
Your Family's Financial Situation,FINSIT,AZ,West,Mountain,Same,28,57,43
Country is Going In...,TRACK,AZ,West,Mountain,Right Direction,47,86,14
Country is Going In...,TRACK,AZ,West,Mountain,Wrong Track,46,8,90
More to Blame for Current Economic Problems?,ECONBLAME12,AZ,West,Mountain,Barack Obama,42,4,96
More to Blame for Current Economic Problems?,ECONBLAME12,AZ,West,Mountain,George W. Bush,47,83,15
U.S. Economic System Generally...,ECONFAIR,AZ,West,Mountain,Favors the Wealthy,49,64,31
U.S. Economic System Generally...,ECONFAIR,AZ,West,Mountain,Is Fair to Most Americans,46,17,83
Should Taxes Be Raised To Help Cut Deficit?,TAXDEF,AZ,West,Mountain,Yes,33,84,16
Should Taxes Be Raised To Help Cut Deficit?,TAXDEF,AZ,West,Mountain,No,65,20,75
Opinion of Obama Administration,OBAMANG,AZ,West,Mountain,Enthusiastic,17,N/A,N/A
Opinion of Obama Administration,OBAMANG,AZ,West,Mountain,Satisfied,24,N/A,N/A
Opinion of Obama Administration,OBAMANG,AZ,West,Mountain,Dissatisfied,38,13,81
Opinion of Obama Administration,OBAMANG,AZ,West,Mountain,Angry,20,N/A,N/A
Opinion of Obama Administration,OBAMANG2,AZ,West,Mountain,Enthusiastic/Satisfied,41,89,10
Opinion of Obama Administration,OBAMANG2,AZ,West,Mountain,Dissatisfied/Angry,58,8,88
How Obama is Handling His Job As President,OBAMA4,AZ,West,Mountain,Strongly Approve,22,93,3
How Obama is Handling His Job As President,OBAMA4,AZ,West,Mountain,Somewhat Approve,21,N/A,N/A
How Obama is Handling His Job As President,OBAMA4,AZ,West,Mountain,Somewhat Disapprove,10,N/A,N/A
How Obama is Handling His Job As President,OBAMA4,AZ,West,Mountain,Strongly Disapprove,46,0,98
How Obama is Handling His Job As President,OBAMA2,AZ,West,Mountain,Approve,43,91,7
How Obama is Handling His Job As President,OBAMA2,AZ,West,Mountain,Disapprove,56,3,94
Opinion of Barack Obama,FAVOBAMA2,AZ,West,Mountain,Favorable,54,87,12
Opinion of Barack Obama,FAVOBAMA2,AZ,West,Mountain,Unfavorable,44,1,98
Opinion of Mitt Romney,FAVROMN2,AZ,West,Mountain,Favorable,51,4,96
Opinion of Mitt Romney,FAVROMN2,AZ,West,Mountain,Unfavorable,44,95,2
Do Obama Policies Generally Favor...,OBAMARICH,AZ,West,Mountain,Rich,14,N/A,N/A
Do Obama Policies Generally Favor...,OBAMARICH,AZ,West,Mountain,Middle Class,44,87,12
Do Obama Policies Generally Favor...,OBAMARICH,AZ,West,Mountain,Poor,29,N/A,N/A
Would Romney Policies Generally Favor...,ROMNRICH,AZ,West,Mountain,Rich,48,85,13
Would Romney Policies Generally Favor...,ROMNRICH,AZ,West,Mountain,Middle Class,39,15,83
Would Romney Policies Generally Favor...,ROMNRICH,AZ,West,Mountain,Poor,4,N/A,N/A
Trust Obama to Handle International Crisis?,INTLOBAMA,AZ,West,Mountain,Yes,47,84,13
Trust Obama to Handle International Crisis?,INTLOBAMA,AZ,West,Mountain,No,53,3,94
Trust Romney to Handle International Crisis?,INTLROMNEY,AZ,West,Mountain,Yes,60,13,85
Trust Romney to Handle International Crisis?,INTLROMNEY,AZ,West,Mountain,No,35,86,10
Who Do You Trust To Handle International Crisis?,INTL12,AZ,West,Mountain,Only Obama,29,100,N/A
Who Do You Trust To Handle International Crisis?,INTL12,AZ,West,Mountain,Only Romney,45,N/A,100
Who Do You Trust To Handle International Crisis?,INTL12,AZ,West,Mountain,Both,15,N/A,N/A
Who Do You Trust To Handle International Crisis?,INTL12,AZ,West,Mountain,Neither,6,N/A,N/A
Opinion of Presidential Candidate You Voted For,DESCRIBP12,AZ,West,Mountain,Strongly Favor,52,39,60
Opinion of Presidential Candidate You Voted For,DESCRIBP12,AZ,West,Mountain,Have Reservations,26,N/A,N/A
Opinion of Presidential Candidate You Voted For,DESCRIBP12,AZ,West,Mountain,Dislike Opponent,19,N/A,N/A
When Did You Decide Presidential Vote?,TIME12,AZ,West,Mountain,Just Today,1,N/A,N/A
When Did You Decide Presidential Vote?,TIME12,AZ,West,Mountain,Last Few Days,5,N/A,N/A
When Did You Decide Presidential Vote?,TIME12,AZ,West,Mountain,In October,11,N/A,N/A
When Did You Decide Presidential Vote?,TIME12,AZ,West,Mountain,In September,9,N/A,N/A
When Did You Decide Presidential Vote?,TIME12,AZ,West,Mountain,Before That,74,47,53
When Did You Decide Presidential Vote?,TIME12FEWD,AZ,West,Mountain,Today/Last Few Days,6,N/A,N/A
When Did You Decide Presidential Vote?,TIME12FEWD,AZ,West,Mountain,Before That,93,48,52
When Did You Decide Presidential Vote?,TIME12MTH,AZ,West,Mountain,In October or November,16,N/A,N/A
When Did You Decide Presidential Vote?,TIME12MTH,AZ,West,Mountain,Before That,82,47,53
Vote by Marital Status,MARRIED,AZ,West,Mountain,Married,55,32,67
Vote by Marital Status,MARRIED,AZ,West,Mountain,Unmarried,45,58,40
Vote by Gender and Marital Status,SEXWED,AZ,West,Mountain,Married Men,30,29,68
Vote by Gender and Marital Status,SEXWED,AZ,West,Mountain,Married Women,26,35,64
Vote by Gender and Marital Status,SEXWED,AZ,West,Mountain,Unmarried Men,19,56,42
Vote by Gender and Marital Status,SEXWED,AZ,West,Mountain,Unmarried Women,25,60,39
Any Children Under 18 Living in Your Home?,CHILD12,AZ,West,Mountain,Yes,34,48,51
Any Children Under 18 Living in Your Home?,CHILD12,AZ,West,Mountain,No,66,42,57
Vote by Marital Status and Children,MARCHILD,AZ,West,Mountain,Married With Children,22,38,61
Vote by Marital Status and Children,MARCHILD,AZ,West,Mountain,All Others,78,46,53
Vote by Gender and Children in Household,PARENTS,AZ,West,Mountain,Fathers,18,39,59
Vote by Gender and Children in Household,PARENTS,AZ,West,Mountain,Mothers,15,59,41
Vote by Gender and Children in Household,PARENTS,AZ,West,Mountain,Men With No Children,32,44,55
Vote by Gender and Children in Household,PARENTS,AZ,West,Mountain,Women With No Children,34,41,59
Is Anyone in Household a Union Member?,UNIONHH12,AZ,West,Mountain,Yes,11,N/A,N/A
Is Anyone in Household a Union Member?,UNIONHH12,AZ,West,Mountain,No,89,50,48
Do You Work Full-Time For Pay?,WORK,AZ,West,Mountain,Yes,66,51,48
Do You Work Full-Time For Pay?,WORK,AZ,West,Mountain,No,34,42,56
Should Same-Sex Marriages Be Legal in Your State?,SAMESEXM12,AZ,West,Mountain,Yes,57,55,44
Should Same-Sex Marriages Be Legal in Your State?,SAMESEXM12,AZ,West,Mountain,No,42,10,88
"Are You Gay, Lesbian or Bisexual?",GAY,AZ,West,Mountain,Yes,7,N/A,N/A
"Are You Gay, Lesbian or Bisexual?",GAY,AZ,West,Mountain,No,93,42,56
Importance of Obama's Response to Hurricane,BREAK12,AZ,West,Mountain,Most Important Factor,14,N/A,N/A
Importance of Obama's Response to Hurricane,BREAK12,AZ,West,Mountain,An Important Factor,28,N/A,N/A
Importance of Obama's Response to Hurricane,BREAK12,AZ,West,Mountain,Minor Factor,23,N/A,N/A
Importance of Obama's Response to Hurricane,BREAK12,AZ,West,Mountain,Not a Factor At All,32,N/A,N/A
Obama's Hurricane Response Important to You?,BREAK12A,AZ,West,Mountain,Yes,41,N/A,N/A
Obama's Hurricane Response Important to You?,BREAK12A,AZ,West,Mountain,No,55,N/A,N/A
Obama's Hurricane Response a Factor in Your Vote?,BREAK12B,AZ,West,Mountain,Yes,64,N/A,N/A
Obama's Hurricane Response a Factor in Your Vote?,BREAK12B,AZ,West,Mountain,No,32,N/A,N/A
Vote for Senate,SENAZ12,AZ,West,Mountain,Carmona,45,89,10
Vote for Senate,SENAZ12,AZ,West,Mountain,Flake,50,4,95
Vote by Size of Place,SIZEPLC3,AZ,West,Mountain,Urban,50,52,46
Vote by Size of Place,SIZEPLC3,AZ,West,Mountain,Suburban,40,35,64
Vote by Size of Place,SIZEPLC3,AZ,West,Mountain,Rural,10,33,65
Vote by Region,GEOCOD,AZ,West,Mountain,Maricopa County,61,45,53
Vote by Region,GEOCOD,AZ,West,Mountain,Pima County,18,48,50
Vote by Region,GEOCOD,AZ,West,Mountain,Rest of Arizona,21,34,65
