question,pollname,state,region,subregion,answer,percent,dem,rep
Did You Attend College?,EDUCHS,WI,Midwest,East North Central,Yes,74,51,48
Did You Attend College?,EDUCHS,WI,Midwest,East North Central,No,26,55,43
Vote by Income,INCOME3,WI,Midwest,East North Central,Less Than $50K,41,62,37
Vote by Income,INCOME3,WI,Midwest,East North Central,$50-100K,38,49,50
Vote by Income,INCOME3,WI,Midwest,East North Central,$100K or More,21,39,59
Vote by Income,INC50K,WI,Midwest,East North Central,Less Than $50K,41,62,37
Vote by Income,INC50K,WI,Midwest,East North Central,$50K or More,59,46,53
Vote by Income,INC100K,WI,Midwest,East North Central,Less Than $100K,79,56,43
Vote by Income,INC100K,WI,Midwest,East North Central,$100K or More,21,39,59
Vote by Religion,REL5,WI,Midwest,East North Central,Protestant,45,45,53
Vote by Religion,REL5,WI,Midwest,East North Central,Catholic,31,44,56
Vote by Religion,REL5,WI,Midwest,East North Central,Jewish,0,N/A,N/A
Vote by Religion,REL5,WI,Midwest,East North Central,Other,8,N/A,N/A
Vote by Religion,REL5,WI,Midwest,East North Central,None,16,73,25
Vote by Religion and Race,WHITEREL,WI,Midwest,East North Central,White Protestant,38,40,58
Vote by Religion and Race,WHITEREL,WI,Midwest,East North Central,White Catholic,29,42,57
Vote by Religion and Race,WHITEREL,WI,Midwest,East North Central,White Jewish,0,N/A,N/A
Vote by Religion and Race,WHITEREL,WI,Midwest,East North Central,Whites/Other Religion,5,N/A,N/A
Vote by Religion and Race,WHITEREL,WI,Midwest,East North Central,Whites/No Religion,14,71,26
Vote by Religion and Race,WHITEREL,WI,Midwest,East North Central,Non-white,14,77,19
Are You White Born-Again Christian?,WHTEVANG,WI,Midwest,East North Central,Yes,24,27,71
Are You White Born-Again Christian?,WHTEVANG,WI,Midwest,East North Central,No,76,60,38
Abortion Should Be...,ABORTION,WI,Midwest,East North Central,Always Legal,30,82,15
Abortion Should Be...,ABORTION,WI,Midwest,East North Central,Mostly Legal,27,61,38
Abortion Should Be...,ABORTION,WI,Midwest,East North Central,Mostly Illegal,28,26,73
Abortion Should Be...,ABORTION,WI,Midwest,East North Central,Always Illegal,12,17,81
Abortion Should Be...,ABORT2,WI,Midwest,East North Central,Legal,57,72,26
Abortion Should Be...,ABORT2,WI,Midwest,East North Central,Illegal,40,23,76
Most Important Issue Facing Country,ISSUE12,WI,Midwest,East North Central,Foreign Policy,4,N/A,N/A
Most Important Issue Facing Country,ISSUE12,WI,Midwest,East North Central,Deficit,17,31,69
Most Important Issue Facing Country,ISSUE12,WI,Midwest,East North Central,Economy,56,49,50
Most Important Issue Facing Country,ISSUE12,WI,Midwest,East North Central,Health Care,21,77,22
Most Important Candidate Quality,QLT12,WI,Midwest,East North Central,Shares My Values,26,41,58
Most Important Candidate Quality,QLT12,WI,Midwest,East North Central,Strong Leader,18,40,60
Most Important Candidate Quality,QLT12,WI,Midwest,East North Central,Cares About People,24,86,12
Most Important Candidate Quality,QLT12,WI,Midwest,East North Central,Vision for Future,30,42,58
Biggest Economic Problem Facing People Like You,ECONISS12,WI,Midwest,East North Central,Housing Market,6,N/A,N/A
Biggest Economic Problem Facing People Like You,ECONISS12,WI,Midwest,East North Central,Unemployment,40,52,47
Biggest Economic Problem Facing People Like You,ECONISS12,WI,Midwest,East North Central,Taxes,22,39,60
Biggest Economic Problem Facing People Like You,ECONISS12,WI,Midwest,East North Central,Rising Prices,30,54,44
2010 Health Care Law Should Be...,HEALTHCARE12,WI,Midwest,East North Central,Expanded,31,94,5
2010 Health Care Law Should Be...,HEALTHCARE12,WI,Midwest,East North Central,Kept As Is,18,83,17
2010 Health Care Law Should Be...,HEALTHCARE12,WI,Midwest,East North Central,Repealed In Part,22,28,72
2010 Health Care Law Should Be...,HEALTHCARE12,WI,Midwest,East North Central,Repealed Completely,24,6,93
Should 2010 Health Care Law Be Repealed?,HEALTHCARE12B,WI,Midwest,East North Central,No,49,90,10
Should 2010 Health Care Law Be Repealed?,HEALTHCARE12B,WI,Midwest,East North Central,Yes,46,16,83
Income Tax Rates Should Be...,TAXINC12,WI,Midwest,East North Central,Increased For All,12,56,42
Income Tax Rates Should Be...,TAXINC12,WI,Midwest,East North Central,Increased for $250K+,52,75,23
Income Tax Rates Should Be...,TAXINC12,WI,Midwest,East North Central,Not Increased,32,14,84
Who Is More In Touch With People Like You?,INTOUCH12,WI,Midwest,East North Central,Obama,53,93,5
Who Is More In Touch With People Like You?,INTOUCH12,WI,Midwest,East North Central,Romney,45,2,98
Who Would Better Handle Economy?,HANDLEECON12,WI,Midwest,East North Central,Obama,49,97,1
Who Would Better Handle Economy?,HANDLEECON12,WI,Midwest,East North Central,Romney,48,3,96
Who Would Better Handle Medicare?,HANDLEMED12,WI,Midwest,East North Central,Obama,52,94,4
Who Would Better Handle Medicare?,HANDLEMED12,WI,Midwest,East North Central,Romney,46,2,97
Who Would Better Handle Deficit?,HANDLEDEF12,WI,Midwest,East North Central,Obama,49,97,1
Who Would Better Handle Deficit?,HANDLEDEF12,WI,Midwest,East North Central,Romney,48,6,92
Opinion of Government,GOVTDO10,WI,Midwest,East North Central,Government Should Do More,45,84,15
Opinion of Government,GOVTDO10,WI,Midwest,East North Central,Government Doing Too Much,50,26,73
National Economic Conditions,NEC,WI,Midwest,East North Central,Excellent,2,N/A,N/A
National Economic Conditions,NEC,WI,Midwest,East North Central,Good,26,93,7
National Economic Conditions,NEC,WI,Midwest,East North Central,Not So Good,43,50,49
National Economic Conditions,NEC,WI,Midwest,East North Central,Poor,28,9,88
National Economic Conditions,NEC2,WI,Midwest,East North Central,Excellent/Good,28,93,7
National Economic Conditions,NEC2,WI,Midwest,East North Central,Not So Good/Poor,71,34,64
U.S. Economic Conditions Are...,ECONBETT,WI,Midwest,East North Central,Getting Better,38,93,7
U.S. Economic Conditions Are...,ECONBETT,WI,Midwest,East North Central,Getting Worse,33,9,89
U.S. Economic Conditions Are...,ECONBETT,WI,Midwest,East North Central,Staying About the Same,28,40,59
U.S. Economic Conditions Are...,ECONDIR,WI,Midwest,East North Central,Getting Better,38,93,7
U.S. Economic Conditions Are...,ECONDIR,WI,Midwest,East North Central,Good and Staying the Same,5,N/A,N/A
U.S. Economic Conditions Are...,ECONDIR,WI,Midwest,East North Central,Poor and Staying the Same,24,32,67
U.S. Economic Conditions Are...,ECONDIR,WI,Midwest,East North Central,Getting Worse,33,9,89
Your Family's Financial Situation,FINSIT,WI,Midwest,East North Central,Better,25,89,11
Your Family's Financial Situation,FINSIT,WI,Midwest,East North Central,Worse,35,20,80
Your Family's Financial Situation,FINSIT,WI,Midwest,East North Central,Same,39,62,36
More to Blame for Current Economic Problems?,ECONBLAME12,WI,Midwest,East North Central,Barack Obama,40,7,93
More to Blame for Current Economic Problems?,ECONBLAME12,WI,Midwest,East North Central,George W. Bush,55,84,14
Opinion of Obama Administration,OBAMANG,WI,Midwest,East North Central,Enthusiastic,27,97,3
Opinion of Obama Administration,OBAMANG,WI,Midwest,East North Central,Satisfied,26,88,11
Opinion of Obama Administration,OBAMANG,WI,Midwest,East North Central,Dissatisfied,26,9,88
Opinion of Obama Administration,OBAMANG,WI,Midwest,East North Central,Angry,20,1,98
Opinion of Obama Administration,OBAMANG2,WI,Midwest,East North Central,Enthusiastic/Satisfied,53,92,7
Opinion of Obama Administration,OBAMANG2,WI,Midwest,East North Central,Dissatisfied/Angry,45,6,92
Opinion of Barack Obama,FAVOBAMA2,WI,Midwest,East North Central,Favorable,56,93,7
Opinion of Barack Obama,FAVOBAMA2,WI,Midwest,East North Central,Unfavorable,42,4,96
Opinion of Mitt Romney,FAVROMN2,WI,Midwest,East North Central,Favorable,47,8,92
Opinion of Mitt Romney,FAVROMN2,WI,Midwest,East North Central,Unfavorable,51,97,3
Do Obama Policies Generally Favor...,OBAMARICH,WI,Midwest,East North Central,Rich,11,11,86
Do Obama Policies Generally Favor...,OBAMARICH,WI,Midwest,East North Central,Middle Class,48,88,11
Do Obama Policies Generally Favor...,OBAMARICH,WI,Midwest,East North Central,Poor,32,17,82
Would Romney Policies Generally Favor...,ROMNRICH,WI,Midwest,East North Central,Rich,54,89,9
Would Romney Policies Generally Favor...,ROMNRICH,WI,Midwest,East North Central,Middle Class,38,4,95
Would Romney Policies Generally Favor...,ROMNRICH,WI,Midwest,East North Central,Poor,1,N/A,N/A
Opinion of Presidential Candidate You Voted For,DESCRIBP12,WI,Midwest,East North Central,Strongly Favor,69,52,48
Opinion of Presidential Candidate You Voted For,DESCRIBP12,WI,Midwest,East North Central,Have Reservations,22,43,54
Opinion of Presidential Candidate You Voted For,DESCRIBP12,WI,Midwest,East North Central,Dislike Opponent,8,N/A,N/A
When Did You Decide Presidential Vote?,TIME12,WI,Midwest,East North Central,Just Today,5,N/A,N/A
When Did You Decide Presidential Vote?,TIME12,WI,Midwest,East North Central,Last Few Days,5,N/A,N/A
When Did You Decide Presidential Vote?,TIME12,WI,Midwest,East North Central,In October,10,50,46
When Did You Decide Presidential Vote?,TIME12,WI,Midwest,East North Central,In September,8,N/A,N/A
When Did You Decide Presidential Vote?,TIME12,WI,Midwest,East North Central,Before That,72,56,43
When Did You Decide Presidential Vote?,TIME12FEWD,WI,Midwest,East North Central,Today/Last Few Days,10,44,53
When Did You Decide Presidential Vote?,TIME12FEWD,WI,Midwest,East North Central,Before That,89,55,44
When Did You Decide Presidential Vote?,TIME12MTH,WI,Midwest,East North Central,In October or November,20,47,49
When Did You Decide Presidential Vote?,TIME12MTH,WI,Midwest,East North Central,Before That,79,56,44
Vote by Marital Status,MARRIED,WI,Midwest,East North Central,Married,59,45,54
Vote by Marital Status,MARRIED,WI,Midwest,East North Central,Unmarried,41,61,37
Vote by Gender and Marital Status,SEXWED,WI,Midwest,East North Central,Married Men,29,41,58
Vote by Gender and Marital Status,SEXWED,WI,Midwest,East North Central,Married Women,30,50,50
Vote by Gender and Marital Status,SEXWED,WI,Midwest,East North Central,Unmarried Men,20,55,42
Vote by Gender and Marital Status,SEXWED,WI,Midwest,East North Central,Unmarried Women,21,67,32
Any Children Under 18 Living in Your Home?,CHILD12,WI,Midwest,East North Central,Yes,35,48,50
Any Children Under 18 Living in Your Home?,CHILD12,WI,Midwest,East North Central,No,65,55,43
Vote by Marital Status and Children,MARCHILD,WI,Midwest,East North Central,Married With Children,25,41,58
Vote by Marital Status and Children,MARCHILD,WI,Midwest,East North Central,All Others,75,57,42
Vote by Gender and Children in Household,PARENTS,WI,Midwest,East North Central,Fathers,17,43,54
Vote by Gender and Children in Household,PARENTS,WI,Midwest,East North Central,Mothers,18,53,46
Vote by Gender and Children in Household,PARENTS,WI,Midwest,East North Central,Men With No Children,32,51,48
Vote by Gender and Children in Household,PARENTS,WI,Midwest,East North Central,Women With No Children,33,60,39
Is Anyone in Household a Union Member?,UNIONHH12,WI,Midwest,East North Central,Yes,21,66,33
Is Anyone in Household a Union Member?,UNIONHH12,WI,Midwest,East North Central,No,79,50,49
Gun Owner in Household?,GUNOWNER12,WI,Midwest,East North Central,Yes,55,46,53
Gun Owner in Household?,GUNOWNER12,WI,Midwest,East North Central,No,45,65,34
Federal Government Aid to U.S. Automakers,AUTOBAIL12,WI,Midwest,East North Central,Approve,53,79,19
Federal Government Aid to U.S. Automakers,AUTOBAIL12,WI,Midwest,East North Central,Disapprove,38,17,81
Opinion of Paul Ryan,FAVRYAN2,WI,Midwest,East North Central,Favorable,51,12,87
Opinion of Paul Ryan,FAVRYAN2,WI,Midwest,East North Central,Unfavorable,44,93,5
How Walker is Handling Job as Governor,WALKER2,WI,Midwest,East North Central,Approve,52,18,80
How Walker is Handling Job as Governor,WALKER2,WI,Midwest,East North Central,Disapprove,46,90,8
Vote for Senate,SENWI12,WI,Midwest,East North Central,Baldwin,51,94,6
Vote for Senate,SENWI12,WI,Midwest,East North Central,Thompson,46,7,92
Vote by Size of Place,SIZEPLC3,WI,Midwest,East North Central,Urban,26,69,29
Vote by Size of Place,SIZEPLC3,WI,Midwest,East North Central,Suburban,42,47,52
Vote by Size of Place,SIZEPLC3,WI,Midwest,East North Central,Rural,31,46,53
Vote by Region,GEOCOD,WI,Midwest,East North Central,Milwaukee County,16,67,32
Vote by Region,GEOCOD,WI,Midwest,East North Central,Southeastern Wisconsin,28,40,59
Vote by Region,GEOCOD,WI,Midwest,East North Central,Southwestern Wisconsin,18,64,34
Vote by Region,GEOCOD,WI,Midwest,East North Central,Northeastern Wisconsin,17,48,50
Vote by Region,GEOCOD,WI,Midwest,East North Central,Northwestern Wisconsin,21,50,49
