question,pollname,state,region,subregion,answer,percent,dem,rep
How Often Do You Attend Religious Services?,ATTEND2,MS,South,East South Central,Occasionally,28,47,53
How Often Do You Attend Religious Services?,ATTEND2,MS,South,East South Central,Never,4,N/A,N/A
Are You White Born-Again Christian?,WHTEVANG,MS,South,East South Central,Yes,50,5,95
Are You White Born-Again Christian?,WHTEVANG,MS,South,East South Central,No,50,73,25
Most Important Issue Facing Country,ISSUE12,MS,South,East South Central,Foreign Policy,3,N/A,N/A
Most Important Issue Facing Country,ISSUE12,MS,South,East South Central,Deficit,18,32,66
Most Important Issue Facing Country,ISSUE12,MS,South,East South Central,Economy,56,32,67
Most Important Issue Facing Country,ISSUE12,MS,South,East South Central,Health Care,20,66,33
Who Is More In Touch With People Like You?,INTOUCH12,MS,South,East South Central,Obama,37,96,4
Who Is More In Touch With People Like You?,INTOUCH12,MS,South,East South Central,Romney,60,5,95
Who Would Better Handle Economy?,HANDLEECON12,MS,South,East South Central,Obama,37,96,3
Who Would Better Handle Economy?,HANDLEECON12,MS,South,East South Central,Romney,60,4,95
Opinion of Government,GOVTDO10,MS,South,East South Central,Government Should Do More,42,69,31
Opinion of Government,GOVTDO10,MS,South,East South Central,Government Doing Too Much,55,16,82
Your Family's Financial Situation,FINSIT,MS,South,East South Central,Better,26,73,26
Your Family's Financial Situation,FINSIT,MS,South,East South Central,Worse,39,12,86
Your Family's Financial Situation,FINSIT,MS,South,East South Central,Same,34,44,54
Opinion of Barack Obama,FAVOBAMA2,MS,South,East South Central,Favorable,40,93,6
Opinion of Barack Obama,FAVOBAMA2,MS,South,East South Central,Unfavorable,59,4,94
Opinion of Mitt Romney,FAVROMN2,MS,South,East South Central,Favorable,59,6,94
Opinion of Mitt Romney,FAVROMN2,MS,South,East South Central,Unfavorable,35,91,7
Opinion of Presidential Candidate You Voted For,DESCRIBP12,MS,South,East South Central,Strongly Favor,77,44,55
Opinion of Presidential Candidate You Voted For,DESCRIBP12,MS,South,East South Central,Have Reservations,17,22,78
Opinion of Presidential Candidate You Voted For,DESCRIBP12,MS,South,East South Central,Dislike Opponent,4,N/A,N/A
When Did You Decide Presidential Vote?,TIME12,MS,South,East South Central,Just Today,6,N/A,N/A
When Did You Decide Presidential Vote?,TIME12,MS,South,East South Central,Last Few Days,5,N/A,N/A
When Did You Decide Presidential Vote?,TIME12,MS,South,East South Central,In October,3,N/A,N/A
When Did You Decide Presidential Vote?,TIME12,MS,South,East South Central,In September,5,N/A,N/A
When Did You Decide Presidential Vote?,TIME12,MS,South,East South Central,Before That,81,38,61
When Did You Decide Presidential Vote?,TIME12FEWD,MS,South,East South Central,Today/Last Few Days,10,N/A,N/A
When Did You Decide Presidential Vote?,TIME12FEWD,MS,South,East South Central,Before That,89,37,62
When Did You Decide Presidential Vote?,TIME12MTH,MS,South,East South Central,In October or November,13,N/A,N/A
When Did You Decide Presidential Vote?,TIME12MTH,MS,South,East South Central,Before That,86,37,61
Vote by Marital Status,MARRIED,MS,South,East South Central,Married,66,32,67
Vote by Marital Status,MARRIED,MS,South,East South Central,Unmarried,34,60,40
Vote by Gender and Marital Status,SEXWED,MS,South,East South Central,Married Men,30,29,68
Vote by Gender and Marital Status,SEXWED,MS,South,East South Central,Married Women,35,35,65
Vote by Gender and Marital Status,SEXWED,MS,South,East South Central,Unmarried Men,14,58,41
Vote by Gender and Marital Status,SEXWED,MS,South,East South Central,Unmarried Women,21,60,39
Vote for Senate,SENMS12,MS,South,East South Central,Gore,41,93,6
Vote for Senate,SENMS12,MS,South,East South Central,Wicker,57,7,93
Vote by Size of Place,SIZEPLC3,MS,South,East South Central,Urban,6,N/A,N/A
Vote by Size of Place,SIZEPLC3,MS,South,East South Central,Suburban,26,45,54
Vote by Size of Place,SIZEPLC3,MS,South,East South Central,Rural,68,39,60
Vote by Region,GEOCOD,MS,South,East South Central,Jackson/Mississippi Delta,28,63,36
Vote by Region,GEOCOD,MS,South,East South Central,Southeastern Mississippi,40,33,66
Vote by Region,GEOCOD,MS,South,East South Central,Northeastern Mississippi,32,39,60
