question,pollname,state,region,subregion,answer,percent,dem,rep
Are You a College Graduate?,EDUCCOLL,NC,South,South Atlantic,No,57,47,52
Did You Attend College?,EDUCHS,NC,South,South Atlantic,Yes,72,48,51
Did You Attend College?,EDUCHS,NC,South,South Atlantic,No,28,49,50
Vote by Income,INCOME3,NC,South,South Atlantic,Less Than $50K,46,55,44
Vote by Income,INCOME3,NC,South,South Atlantic,$50-100K,31,45,54
Vote by Income,INCOME3,NC,South,South Atlantic,$100K or More,23,44,55
Vote by Income,INC50K,NC,South,South Atlantic,Less Than $50K,46,55,44
Vote by Income,INC50K,NC,South,South Atlantic,$50K or More,54,45,55
Vote by Income,INC100K,NC,South,South Atlantic,Less Than $100K,77,51,48
Vote by Income,INC100K,NC,South,South Atlantic,$100K or More,23,44,55
How Often Do You Attend Religious Services?,ATTEND,NC,South,South Atlantic,More Than Weekly,20,37,62
How Often Do You Attend Religious Services?,ATTEND,NC,South,South Atlantic,Weekly,27,48,51
How Often Do You Attend Religious Services?,ATTEND,NC,South,South Atlantic,Monthly,18,42,58
How Often Do You Attend Religious Services?,ATTEND,NC,South,South Atlantic,Few Times a Year,20,60,39
How Often Do You Attend Religious Services?,ATTEND,NC,South,South Atlantic,Never,13,64,35
How Often Do You Attend Religious Services?,ATTEND2,NC,South,South Atlantic,Weekly,48,43,56
How Often Do You Attend Religious Services?,ATTEND2,NC,South,South Atlantic,Occasionally,38,51,48
How Often Do You Attend Religious Services?,ATTEND2,NC,South,South Atlantic,Never,13,64,35
Vote by Religion,REL5,NC,South,South Atlantic,Protestant,69,45,55
Vote by Religion,REL5,NC,South,South Atlantic,Catholic,10,34,66
Vote by Religion,REL5,NC,South,South Atlantic,Jewish,1,N/A,N/A
Vote by Religion,REL5,NC,South,South Atlantic,Other,7,70,27
Vote by Religion,REL5,NC,South,South Atlantic,None,13,74,26
Vote by Religion and Race,WHITEREL,NC,South,South Atlantic,White Protestant,48,27,72
Vote by Religion and Race,WHITEREL,NC,South,South Atlantic,White Catholic,8,29,71
Vote by Religion and Race,WHITEREL,NC,South,South Atlantic,White Jewish,1,N/A,N/A
Vote by Religion and Race,WHITEREL,NC,South,South Atlantic,Whites/Other Religion,4,N/A,N/A
Vote by Religion and Race,WHITEREL,NC,South,South Atlantic,Whites/No Religion,9,61,38
Vote by Religion and Race,WHITEREL,NC,South,South Atlantic,Non-white,30,88,12
Vote by Religion and Church Attendance,ATTREL,NC,South,South Atlantic,Protestant/Attend Weekly,23,35,64
Vote by Religion and Church Attendance,ATTREL,NC,South,South Atlantic,Protestant/Not Weekly ,20,43,57
Vote by Religion and Church Attendance,ATTREL,NC,South,South Atlantic,Catholic/Attend Weekly,5,N/A,N/A
Vote by Religion and Church Attendance,ATTREL,NC,South,South Atlantic,Catholic/Not Weekly,4,N/A,N/A
Vote by Religion and Church Attendance,ATTREL,NC,South,South Atlantic,All Others,48,61,38
Are You White Born-Again Christian?,WHTEVANG,NC,South,South Atlantic,Yes,35,20,79
Are You White Born-Again Christian?,WHTEVANG,NC,South,South Atlantic,No,65,65,35
Abortion Should Be...,ABORTION,NC,South,South Atlantic,Always Legal,25,82,17
Abortion Should Be...,ABORTION,NC,South,South Atlantic,Mostly Legal,28,56,42
Abortion Should Be...,ABORTION,NC,South,South Atlantic,Mostly Illegal,27,22,78
Abortion Should Be...,ABORTION,NC,South,South Atlantic,Always Illegal,13,19,81
Abortion Should Be...,ABORT2,NC,South,South Atlantic,Legal,53,69,30
Abortion Should Be...,ABORT2,NC,South,South Atlantic,Illegal,40,21,79
Most Important Issue Facing Country,ISSUE12,NC,South,South Atlantic,Foreign Policy,5,43,56
Most Important Issue Facing Country,ISSUE12,NC,South,South Atlantic,Deficit,14,29,70
Most Important Issue Facing Country,ISSUE12,NC,South,South Atlantic,Economy,59,44,56
Most Important Issue Facing Country,ISSUE12,NC,South,South Atlantic,Health Care,19,75,24
Most Important Candidate Quality,QLT12,NC,South,South Atlantic,Shares My Values,28,39,60
Most Important Candidate Quality,QLT12,NC,South,South Atlantic,Strong Leader,18,39,61
Most Important Candidate Quality,QLT12,NC,South,South Atlantic,Cares About People,20,77,22
Most Important Candidate Quality,QLT12,NC,South,South Atlantic,Vision for Future,30,40,59
Biggest Economic Problem Facing People Like You,ECONISS12,NC,South,South Atlantic,Housing Market,6,N/A,N/A
Biggest Economic Problem Facing People Like You,ECONISS12,NC,South,South Atlantic,Unemployment,31,52,47
Biggest Economic Problem Facing People Like You,ECONISS12,NC,South,South Atlantic,Taxes,15,39,61
Biggest Economic Problem Facing People Like You,ECONISS12,NC,South,South Atlantic,Rising Prices,44,44,55
2010 Health Care Law Should Be...,HEALTHCARE12,NC,South,South Atlantic,Expanded,20,93,6
2010 Health Care Law Should Be...,HEALTHCARE12,NC,South,South Atlantic,Kept As Is,19,87,13
2010 Health Care Law Should Be...,HEALTHCARE12,NC,South,South Atlantic,Repealed In Part,25,26,72
2010 Health Care Law Should Be...,HEALTHCARE12,NC,South,South Atlantic,Repealed Completely,28,6,93
Should 2010 Health Care Law Be Repealed?,HEALTHCARE12B,NC,South,South Atlantic,No,40,90,9
Should 2010 Health Care Law Be Repealed?,HEALTHCARE12B,NC,South,South Atlantic,Yes,53,16,83
Who Is More In Touch With People Like You?,INTOUCH12,NC,South,South Atlantic,Obama,49,96,3
Who Is More In Touch With People Like You?,INTOUCH12,NC,South,South Atlantic,Romney,47,2,98
Who Would Better Handle Economy?,HANDLEECON12,NC,South,South Atlantic,Obama,47,98,1
Who Would Better Handle Economy?,HANDLEECON12,NC,South,South Atlantic,Romney,51,2,98
Who Would Better Handle Medicare?,HANDLEMED12,NC,South,South Atlantic,Obama,49,96,3
Who Would Better Handle Medicare?,HANDLEMED12,NC,South,South Atlantic,Romney,46,1,99
Opinion of Government,GOVTDO10,NC,South,South Atlantic,Government Should Do More,41,79,21
Opinion of Government,GOVTDO10,NC,South,South Atlantic,Government Doing Too Much,53,21,77
National Economic Conditions,NEC,NC,South,South Atlantic,Excellent,3,N/A,N/A
National Economic Conditions,NEC,NC,South,South Atlantic,Good,21,92,7
National Economic Conditions,NEC,NC,South,South Atlantic,Not So Good,37,61,38
National Economic Conditions,NEC,NC,South,South Atlantic,Poor,39,7,92
National Economic Conditions,NEC2,NC,South,South Atlantic,Excellent/Good,24,91,8
National Economic Conditions,NEC2,NC,South,South Atlantic,Not So Good/Poor,75,33,66
U.S. Economic Conditions Are...,ECONBETT,NC,South,South Atlantic,Getting Better,38,93,6
U.S. Economic Conditions Are...,ECONBETT,NC,South,South Atlantic,Getting Worse,33,7,93
U.S. Economic Conditions Are...,ECONBETT,NC,South,South Atlantic,Staying About the Same,28,33,66
U.S. Economic Conditions Are...,ECONDIR,NC,South,South Atlantic,Getting Better,38,93,6
U.S. Economic Conditions Are...,ECONDIR,NC,South,South Atlantic,Good and Staying the Same,4,N/A,N/A
U.S. Economic Conditions Are...,ECONDIR,NC,South,South Atlantic,Poor and Staying the Same,24,26,74
U.S. Economic Conditions Are...,ECONDIR,NC,South,South Atlantic,Getting Worse,33,7,93
Your Family's Financial Situation,FINSIT,NC,South,South Atlantic,Better,21,91,9
Your Family's Financial Situation,FINSIT,NC,South,South Atlantic,Worse,35,7,92
Your Family's Financial Situation,FINSIT,NC,South,South Atlantic,Same,43,60,39
More to Blame for Current Economic Problems?,ECONBLAME12,NC,South,South Atlantic,Barack Obama,40,5,94
More to Blame for Current Economic Problems?,ECONBLAME12,NC,South,South Atlantic,George W. Bush,49,84,15
Opinion of Obama Administration,OBAMANG,NC,South,South Atlantic,Enthusiastic,23,99,0
Opinion of Obama Administration,OBAMANG,NC,South,South Atlantic,Satisfied,24,91,9
Opinion of Obama Administration,OBAMANG,NC,South,South Atlantic,Dissatisfied,31,9,89
Opinion of Obama Administration,OBAMANG,NC,South,South Atlantic,Angry,20,0,99
Opinion of Obama Administration,OBAMANG2,NC,South,South Atlantic,Enthusiastic/Satisfied,47,95,5
Opinion of Obama Administration,OBAMANG2,NC,South,South Atlantic,Dissatisfied/Angry,51,6,93
Opinion of Barack Obama,FAVOBAMA2,NC,South,South Atlantic,Favorable,51,92,8
Opinion of Barack Obama,FAVOBAMA2,NC,South,South Atlantic,Unfavorable,47,2,97
Opinion of Mitt Romney,FAVROMN2,NC,South,South Atlantic,Favorable,50,7,93
Opinion of Mitt Romney,FAVROMN2,NC,South,South Atlantic,Unfavorable,46,93,6
Do Obama Policies Generally Favor...,OBAMARICH,NC,South,South Atlantic,Rich,8,7,92
Do Obama Policies Generally Favor...,OBAMARICH,NC,South,South Atlantic,Middle Class,40,87,11
Do Obama Policies Generally Favor...,OBAMARICH,NC,South,South Atlantic,Poor,29,26,74
Would Romney Policies Generally Favor...,ROMNRICH,NC,South,South Atlantic,Rich,47,90,9
Would Romney Policies Generally Favor...,ROMNRICH,NC,South,South Atlantic,Middle Class,35,4,96
Would Romney Policies Generally Favor...,ROMNRICH,NC,South,South Atlantic,Poor,4,N/A,N/A
Opinion of Presidential Candidate You Voted For,DESCRIBP12,NC,South,South Atlantic,Strongly Favor,66,55,45
Opinion of Presidential Candidate You Voted For,DESCRIBP12,NC,South,South Atlantic,Have Reservations,18,37,61
Opinion of Presidential Candidate You Voted For,DESCRIBP12,NC,South,South Atlantic,Dislike Opponent,13,28,69
When Did You Decide Presidential Vote?,TIME12,NC,South,South Atlantic,Just Today,2,N/A,N/A
When Did You Decide Presidential Vote?,TIME12,NC,South,South Atlantic,Last Few Days,3,N/A,N/A
When Did You Decide Presidential Vote?,TIME12,NC,South,South Atlantic,In October,11,42,56
When Did You Decide Presidential Vote?,TIME12,NC,South,South Atlantic,In September,10,40,58
When Did You Decide Presidential Vote?,TIME12,NC,South,South Atlantic,Before That,73,50,49
When Did You Decide Presidential Vote?,TIME12FEWD,NC,South,South Atlantic,Today/Last Few Days,6,49,49
When Did You Decide Presidential Vote?,TIME12FEWD,NC,South,South Atlantic,Before That,93,48,51
When Did You Decide Presidential Vote?,TIME12MTH,NC,South,South Atlantic,In October or November,17,44,54
When Did You Decide Presidential Vote?,TIME12MTH,NC,South,South Atlantic,Before That,83,49,50
Vote by Marital Status,MARRIED,NC,South,South Atlantic,Married,60,39,60
Vote by Marital Status,MARRIED,NC,South,South Atlantic,Unmarried,40,61,37
Vote by Gender and Marital Status,SEXWED,NC,South,South Atlantic,Married Men,27,37,62
Vote by Gender and Marital Status,SEXWED,NC,South,South Atlantic,Married Women,33,42,58
Vote by Gender and Marital Status,SEXWED,NC,South,South Atlantic,Unmarried Men,16,58,39
Vote by Gender and Marital Status,SEXWED,NC,South,South Atlantic,Unmarried Women,23,63,36
Any Children Under 18 Living in Your Home?,CHILD12,NC,South,South Atlantic,Yes,33,52,48
Any Children Under 18 Living in Your Home?,CHILD12,NC,South,South Atlantic,No,67,47,52
Vote by Marital Status and Children,MARCHILD,NC,South,South Atlantic,Married With Children,23,43,57
Vote by Marital Status and Children,MARCHILD,NC,South,South Atlantic,All Others,77,50,49
Vote by Gender and Children in Household,PARENTS,NC,South,South Atlantic,Fathers,14,50,50
Vote by Gender and Children in Household,PARENTS,NC,South,South Atlantic,Mothers,19,53,46
Vote by Gender and Children in Household,PARENTS,NC,South,South Atlantic,Men With No Children,31,41,57
Vote by Gender and Children in Household,PARENTS,NC,South,South Atlantic,Women With No Children,36,51,48
Should Same-Sex Marriages Be Legal in Your State?,SAMESEXM12,NC,South,South Atlantic,Yes,35,79,20
Should Same-Sex Marriages Be Legal in Your State?,SAMESEXM12,NC,South,South Atlantic,No,57,29,70
Anyone in Household Lost a Job In Last Four Years?,LAIDOFF4,NC,South,South Atlantic,Yes,34,47,51
Anyone in Household Lost a Job In Last Four Years?,LAIDOFF4,NC,South,South Atlantic,No,64,50,49
Which Best Describes You?,MOVETONC,NC,South,South Atlantic,Born in N.C.,50,44,55
Which Best Describes You?,MOVETONC,NC,South,South Atlantic,Moved to N.C. Since 2008,6,N/A,N/A
Which Best Describes You?,MOVETONC,NC,South,South Atlantic,Moved to N.C. 2002-2007,13,62,38
Which Best Describes You?,MOVETONC,NC,South,South Atlantic,Moved to N.C. Before 2002,30,47,52
Were You Born in North Carolina?,BORNINNC,NC,South,South Atlantic,Yes,50,44,55
Were You Born in North Carolina?,BORNINNC,NC,South,South Atlantic,No,49,51,48
Did Any Campaign Contact You?,GOTV12,NC,South,South Atlantic,Only Obama,15,86,13
Did Any Campaign Contact You?,GOTV12,NC,South,South Atlantic,Only Romney,10,21,78
Did Any Campaign Contact You?,GOTV12,NC,South,South Atlantic,Both,15,38,60
Did Any Campaign Contact You?,GOTV12,NC,South,South Atlantic,Neither,58,47,52
Did Obama Campaign Contact You?,GOTVOBAMA,NC,South,South Atlantic,Yes,30,63,36
Did Obama Campaign Contact You?,GOTVOBAMA,NC,South,South Atlantic,No,68,43,56
Did Romney Campaign Contact You?,GOTVROMN,NC,South,South Atlantic,Yes,24,32,67
Did Romney Campaign Contact You?,GOTVROMN,NC,South,South Atlantic,No,74,55,44
Vote for Governor,GOVNC12,NC,South,South Atlantic,Dalton,43,93,6
Vote for Governor,GOVNC12,NC,South,South Atlantic,McCrory,55,12,87
Vote by Size of Place,SIZEPLC3,NC,South,South Atlantic,Urban,38,59,40
Vote by Size of Place,SIZEPLC3,NC,South,South Atlantic,Suburban,28,45,54
Vote by Size of Place,SIZEPLC3,NC,South,South Atlantic,Rural,34,39,60
Vote by Region,GEOCOD,NC,South,South Atlantic,Eastern Carolina,25,51,48
Vote by Region,GEOCOD,NC,South,South Atlantic,Raleigh Durham Triangle,20,55,43
Vote by Region,GEOCOD,NC,South,South Atlantic,Charlotte Area,15,50,49
Vote by Region,GEOCOD,NC,South,South Atlantic,Piedmont/Central,23,45,54
Vote by Region,GEOCOD,NC,South,South Atlantic,Western N.C.,17,39,61
