question,pollname,state,region,subregion,answer,percent,dem,rep
Opinion of Hillary Clinton,FAVHCLIN16,MN,Midwest,West North Central,Unfavorable,55,10,78
Opinion of Donald Trump,FAVTRUMP,MN,Midwest,West North Central,Favorable,35,3,96
Opinion of Donald Trump,FAVTRUMP,MN,Midwest,West North Central,Unfavorable,64,73,16
Opinion of Clinton and Trump,FAVPRES16,MN,Midwest,West North Central,Both favorable,2,N/A,N/A
Opinion of Clinton and Trump,FAVPRES16,MN,Midwest,West North Central,Only Clinton favorable,42,98,0
Opinion of Clinton and Trump,FAVPRES16,MN,Midwest,West North Central,Only Trump favorable,33,1,99
Opinion of Clinton and Trump,FAVPRES16,MN,Midwest,West North Central,Both unfavorable,22,25,45
Is Hillary Clinton honest and trustworthy?,CLINHONEST,MN,Midwest,West North Central,Yes,34,94,4
Is Hillary Clinton honest and trustworthy?,CLINHONEST,MN,Midwest,West North Central,No,63,22,66
Is Donald Trump honest and trustworthy?,TRUMPHONEST,MN,Midwest,West North Central,Yes,30,4,94
Is Donald Trump honest and trustworthy?,TRUMPHONEST,MN,Midwest,West North Central,No,67,67,22
Which candidate is honest?,HONEST16,MN,Midwest,West North Central,Both are,2,N/A,N/A
Which candidate is honest?,HONEST16,MN,Midwest,West North Central,Only Clinton is,32,97,1
Which candidate is honest?,HONEST16,MN,Midwest,West North Central,Only Trump is,28,1,98
Which candidate is honest?,HONEST16,MN,Midwest,West North Central,Neither is,35,39,41
Does Clinton have the temperament to be president?,TEMPCLINTON,MN,Midwest,West North Central,Yes,56,80,15
Does Clinton have the temperament to be president?,TEMPCLINTON,MN,Midwest,West North Central,No,42,5,83
Does Trump have the temperament to be president?,TEMPTRUMP,MN,Midwest,West North Central,Yes,30,4,95
Does Trump have the temperament to be president?,TEMPTRUMP,MN,Midwest,West North Central,No,67,68,21
Which candidate has the right temperament?,TEMPERAMENT16,MN,Midwest,West North Central,Both do,5,N/A,N/A
Which candidate has the right temperament?,TEMPERAMENT16,MN,Midwest,West North Central,Only Clinton does,51,87,7
Which candidate has the right temperament?,TEMPERAMENT16,MN,Midwest,West North Central,Only Trump does,24,1,97
Which candidate has the right temperament?,TEMPERAMENT16,MN,Midwest,West North Central,Neither does,17,11,63
Life for the next generation of Americans will be:,LIFE,MN,Midwest,West North Central,Better than today,29,67,29
Life for the next generation of Americans will be:,LIFE,MN,Midwest,West North Central,Worse than today,36,26,62
Life for the next generation of Americans will be:,LIFE,MN,Midwest,West North Central,About the same,32,58,34
Area type,SIZEPLC3,MN,Midwest,West North Central,Urban area,43,55,37
Area type,SIZEPLC3,MN,Midwest,West North Central,Suburban area,26,47,47
Area type,SIZEPLC3,MN,Midwest,West North Central,Rural area,30,35,58
Region,GEOCOD,MN,Midwest,West North Central,Twin Cities,32,64,28
Region,GEOCOD,MN,Midwest,West North Central,Eastern Twin Cities Sub.,19,45,47
Region,GEOCOD,MN,Midwest,West North Central,East Central,14,33,60
Region,GEOCOD,MN,Midwest,West North Central,South,18,37,56
Region,GEOCOD,MN,Midwest,West North Central,North,18,37,56
