question,pollname,state,region,subregion,answer,percent,dem,rep
Illegal immigrants working in the U.S. should be:,IMMDEPORT,WI,Midwest,East North Central,Offered legal status,69,56,37
Illegal immigrants working in the U.S. should be:,IMMDEPORT,WI,Midwest,East North Central,Deported to home country,26,20,77
Do you think immigrants to the U.S. today:,IMMBETTER,WI,Midwest,East North Central,Help the country,55,63,29
Do you think immigrants to the U.S. today:,IMMBETTER,WI,Midwest,East North Central,Hurt the country,37,18,78
Effect of international trade,TRADE16,WI,Midwest,East North Central,Creates U.S. jobs,35,59,33
Effect of international trade,TRADE16,WI,Midwest,East North Central,Takes away U.S. jobs,50,33,62
Effect of international trade,TRADE16,WI,Midwest,East North Central,Does not affect jobs,9,N/A,N/A
Does the country's criminal justice system:,FAIRJUSTICE,WI,Midwest,East North Central,Treat all fairly,48,27,68
Does the country's criminal justice system:,FAIRJUSTICE,WI,Midwest,East North Central,Treat blacks unfairly,40,78,19
How do things work in the U.S. today?,RACEFACTOR,WI,Midwest,East North Central,Whites are favored,35,78,13
How do things work in the U.S. today?,RACEFACTOR,WI,Midwest,East North Central,Minorities are favored,27,18,78
How do things work in the U.S. today?,RACEFACTOR,WI,Midwest,East North Central,No group is favored,34,29,66
View on Obamacare,HEALTHCARE16,WI,Midwest,East North Central,Did not go far enough,28,81,15
View on Obamacare,HEALTHCARE16,WI,Midwest,East North Central,Was about right,18,89,9
View on Obamacare,HEALTHCARE16,WI,Midwest,East North Central,Went too far,49,10,81
Feelings about the federal government,GOVTANGR16,WI,Midwest,East North Central,Enthusiastic,3,N/A,N/A
Feelings about the federal government,GOVTANGR16,WI,Midwest,East North Central,Satisfied,22,80,17
Feelings about the federal government,GOVTANGR16,WI,Midwest,East North Central,Dissatisfied,52,41,55
Feelings about the federal government,GOVTANGR16,WI,Midwest,East North Central,Angry,22,21,74
Feelings about the federal government,GOVTANGR16B,WI,Midwest,East North Central,Enthusiastic/Satisfied,25,81,17
Feelings about the federal government,GOVTANGR16B,WI,Midwest,East North Central,Dissatisfied/Angry,74,35,60
Opinion of Barack Obama as president,OBAMA4,WI,Midwest,East North Central,Strongly approve,33,93,5
Opinion of Barack Obama as president,OBAMA4,WI,Midwest,East North Central,Somewhat approve,19,71,21
Opinion of Barack Obama as president,OBAMA4,WI,Midwest,East North Central,Somewhat disapprove,13,15,73
Opinion of Barack Obama as president,OBAMA4,WI,Midwest,East North Central,Strongly disapprove,34,2,95
Opinion of Barack Obama as president,OBAMA2,WI,Midwest,East North Central,Approve,52,85,11
Opinion of Barack Obama as president,OBAMA2,WI,Midwest,East North Central,Disapprove,47,6,89
Should the next president:,OBAMAPLCY16,WI,Midwest,East North Central,Continue Obama's policies,29,95,2
Should the next president:,OBAMAPLCY16,WI,Midwest,East North Central,Be more conservative,51,13,83
Should the next president:,OBAMAPLCY16,WI,Midwest,East North Central,Be more liberal,15,69,24
Opinion of Hillary Clinton,FAVHCLIN16,WI,Midwest,East North Central,Favorable,42,97,2
Opinion of Hillary Clinton,FAVHCLIN16,WI,Midwest,East North Central,Unfavorable,56,9,84
Opinion of Donald Trump,FAVTRUMP,WI,Midwest,East North Central,Favorable,35,1,98
Opinion of Donald Trump,FAVTRUMP,WI,Midwest,East North Central,Unfavorable,64,73,21
Opinion of Clinton and Trump,FAVPRES16,WI,Midwest,East North Central,Both favorable,1,N/A,N/A
Opinion of Clinton and Trump,FAVPRES16,WI,Midwest,East North Central,Only Clinton favorable,41,99,1
Opinion of Clinton and Trump,FAVPRES16,WI,Midwest,East North Central,Only Trump favorable,34,0,99
Opinion of Clinton and Trump,FAVPRES16,WI,Midwest,East North Central,Both unfavorable,22,23,60
Opinion of Paul Ryan,FAVRYAN2,WI,Midwest,East North Central,Favorable,51,32,63
Opinion of Paul Ryan,FAVRYAN2,WI,Midwest,East North Central,Unfavorable,43,66,30
Is Hillary Clinton honest and trustworthy?,CLINHONEST,WI,Midwest,East North Central,Yes,33,99,1
Is Hillary Clinton honest and trustworthy?,CLINHONEST,WI,Midwest,East North Central,No,64,18,76
Is Donald Trump honest and trustworthy?,TRUMPHONEST,WI,Midwest,East North Central,Yes,36,2,96
Is Donald Trump honest and trustworthy?,TRUMPHONEST,WI,Midwest,East North Central,No,61,73,21
Which candidate is honest?,HONEST16,WI,Midwest,East North Central,Both are,1,N/A,N/A
Which candidate is honest?,HONEST16,WI,Midwest,East North Central,Only Clinton is,32,99,0
Which candidate is honest?,HONEST16,WI,Midwest,East North Central,Only Trump is,35,1,98
Which candidate is honest?,HONEST16,WI,Midwest,East North Central,Neither is,27,40,47
Is Clinton qualified to serve as president?,QUALCLINTON,WI,Midwest,East North Central,Yes,52,90,7
Is Clinton qualified to serve as president?,QUALCLINTON,WI,Midwest,East North Central,No,47,6,88
Is Trump qualified to serve as president?,QUALTRUMP,WI,Midwest,East North Central,Yes,35,4,95
Is Trump qualified to serve as president?,QUALTRUMP,WI,Midwest,East North Central,No,64,75,18
Who is qualified to serve as president?,QUALIFIED16,WI,Midwest,East North Central,Both are,4,N/A,N/A
Who is qualified to serve as president?,QUALIFIED16,WI,Midwest,East North Central,Only Clinton is,47,95,3
Who is qualified to serve as president?,QUALIFIED16,WI,Midwest,East North Central,Only Trump is,31,0,99
Who is qualified to serve as president?,QUALIFIED16,WI,Midwest,East North Central,Neither is,16,16,65
Does Clinton have the temperament to be president?,TEMPCLINTON,WI,Midwest,East North Central,Yes,52,85,12
Does Clinton have the temperament to be president?,TEMPCLINTON,WI,Midwest,East North Central,No,46,3,92
Does Trump have the temperament to be president?,TEMPTRUMP,WI,Midwest,East North Central,Yes,39,1,98
Does Trump have the temperament to be president?,TEMPTRUMP,WI,Midwest,East North Central,No,59,77,17
Which candidate has the right temperament?,TEMPERAMENT16,WI,Midwest,East North Central,Both do,5,N/A,N/A
Which candidate has the right temperament?,TEMPERAMENT16,WI,Midwest,East North Central,Only Clinton does,48,93,4
Which candidate has the right temperament?,TEMPERAMENT16,WI,Midwest,East North Central,Only Trump does,34,1,98
Which candidate has the right temperament?,TEMPERAMENT16,WI,Midwest,East North Central,Neither does,11,11,73
Does Clinton's use of private email bother you:,CLINTONEMAIL,WI,Midwest,East North Central,A lot,48,8,87
Does Clinton's use of private email bother you:,CLINTONEMAIL,WI,Midwest,East North Central,Some,17,61,28
Does Clinton's use of private email bother you:,CLINTONEMAIL,WI,Midwest,East North Central,Not much,14,89,5
Does Clinton's use of private email bother you:,CLINTONEMAIL,WI,Midwest,East North Central,Not at all,20,86,12
Does Clinton's use of private email bother you?,CLINTONEMAILB,WI,Midwest,East North Central,Yes,65,22,71
Does Clinton's use of private email bother you?,CLINTONEMAILB,WI,Midwest,East North Central,No,34,87,9
Does Donald Trump's treatment of women bother you:,TRUMPWOMEN,WI,Midwest,East North Central,A lot,48,76,17
Does Donald Trump's treatment of women bother you:,TRUMPWOMEN,WI,Midwest,East North Central,Some,23,25,68
Does Donald Trump's treatment of women bother you:,TRUMPWOMEN,WI,Midwest,East North Central,Not much,13,7,92
Does Donald Trump's treatment of women bother you:,TRUMPWOMEN,WI,Midwest,East North Central,Not at all,15,9,87
Does Donald Trump's treatment of women bother you?,TRUMPWOMENB,WI,Midwest,East North Central,Yes,71,59,34
Does Donald Trump's treatment of women bother you?,TRUMPWOMENB,WI,Midwest,East North Central,No,29,8,89
Who would better handle the economy?,HANDLEECON16,WI,Midwest,East North Central,Clinton,43,91,3
Who would better handle the economy?,HANDLEECON16,WI,Midwest,East North Central,Trump,54,6,89
Who would better handle foreign policy?,HANDLEFP16,WI,Midwest,East North Central,Clinton,52,81,12
Who would better handle foreign policy?,HANDLEFP16,WI,Midwest,East North Central,Trump,45,4,94
Condition of national economy,NEC,WI,Midwest,East North Central,Excellent,3,N/A,N/A
Condition of national economy,NEC,WI,Midwest,East North Central,Good,36,77,21
Condition of national economy,NEC,WI,Midwest,East North Central,Not good,41,32,63
Condition of national economy,NEC,WI,Midwest,East North Central,Poor,20,16,78
Condition of national economy,NEC2,WI,Midwest,East North Central,Good,38,78,20
Condition of national economy,NEC2,WI,Midwest,East North Central,Poor,61,27,68
Financial situation compared to four years ago:,FINSIT,WI,Midwest,East North Central,Better today,27,63,31
Financial situation compared to four years ago:,FINSIT,WI,Midwest,East North Central,Worse today,28,23,72
Financial situation compared to four years ago:,FINSIT,WI,Midwest,East North Central,About the same,44,44,49
Local job market compared to four years ago:,JOBSIT,WI,Midwest,East North Central,Better today,32,71,22
Local job market compared to four years ago:,JOBSIT,WI,Midwest,East North Central,Worse today,28,15,81
Local job market compared to four years ago:,JOBSIT,WI,Midwest,East North Central,About the same,39,41,52
Life for the next generation of Americans will be:,LIFE,WI,Midwest,East North Central,Better than today,27,69,29
Life for the next generation of Americans will be:,LIFE,WI,Midwest,East North Central,Worse than today,42,26,67
Life for the next generation of Americans will be:,LIFE,WI,Midwest,East North Central,About the same,27,55,37
Vote for president in a two-way race,2WAYPRES16,WI,Midwest,East North Central,Clinton,48,97,1
Vote for president in a two-way race,2WAYPRES16,WI,Midwest,East North Central,Trump,48,1,97
Vote for president in a two-way race,2WAYPRES16,WI,Midwest,East North Central,Would not vote,4,N/A,N/A
Area type,SIZEPLC3,WI,Midwest,East North Central,Urban area,39,61,34
Area type,SIZEPLC3,WI,Midwest,East North Central,Suburban area,34,39,55
Area type,SIZEPLC3,WI,Midwest,East North Central,Rural area,27,35,62
Region,GEOCOD,WI,Midwest,East North Central,Milwaukee County,15,67,27
Region,GEOCOD,WI,Midwest,East North Central,Southeast,27,35,60
Region,GEOCOD,WI,Midwest,East North Central,Southwest,18,64,30
Region,GEOCOD,WI,Midwest,East North Central,Northeast,18,39,56
Region,GEOCOD,WI,Midwest,East North Central,Northwest,23,39,56
