question,pollname,state,region,subregion,answer,percent,clinton,sanders
Ideology ,PHIL2D,CT,Northeast,New England,Moderate/Conservative,30,52,43
Parent?,CHILD12,CT,Northeast,New England,Yes,33,48,51
Parent?,CHILD12,CT,Northeast,New England,No,67,53,45
Parent,PARENTS,CT,Northeast,New England,Men with children,11,33,66
Parent,PARENTS,CT,Northeast,New England,Women with children,22,55,44
Parent,PARENTS,CT,Northeast,New England,Men without children,28,45,51
Parent,PARENTS,CT,Northeast,New England,Women without children,39,58,40
Most important issue,ISSDEM16,CT,Northeast,New England,Health care,22,60,39
Most important issue,ISSDEM16,CT,Northeast,New England,Economy/Jobs,43,53,45
Most important issue,ISSDEM16,CT,Northeast,New England,Terrorism,7,N/A,N/A
Most important issue,ISSDEM16,CT,Northeast,New England,Income inequality,24,39,60
Top candidate quality,QLT16DEMPRI,CT,Northeast,New England,Electability,14,85,14
Top candidate quality,QLT16DEMPRI,CT,Northeast,New England,Cares,23,30,67
Top candidate quality,QLT16DEMPRI,CT,Northeast,New England,Honest,30,13,86
Top candidate quality,QLT16DEMPRI,CT,Northeast,New England,Experience,30,92,7
Who would better handle gun policy?,GUNPLCYDEM16NY,CT,Northeast,New England,Clinton,60,81,18
Who would better handle gun policy?,GUNPLCYDEM16NY,CT,Northeast,New England,Sanders,35,6,93
The next president should:,OBAMAPLCY,CT,Northeast,New England,Continue Obama's policies,49,71,29
The next president should:,OBAMAPLCY,CT,Northeast,New England,Be more liberal,35,29,70
The next president should:,OBAMAPLCY,CT,Northeast,New England,Be less liberal,12,42,49
Does Wall Street do more to:,WALLST16,CT,Northeast,New England,Help the economy,29,79,20
Does Wall Street do more to:,WALLST16,CT,Northeast,New England,Hurt the economy,63,38,60
"If Clinton is the Democratic nominee, would you:",VOTENOVCLINTON,CT,Northeast,New England,Not vote for her,17,3,90
"If Clinton is the Democratic nominee, would you:",VOTENOVCLINTON,CT,Northeast,New England,Probably vote for her,21,25,74
"If Clinton is the Democratic nominee, would you:",VOTENOVCLINTON,CT,Northeast,New England,Definitely vote for her,61,75,25
"If Sanders is the Democratic nominee, would you:",VOTENOVSANDERS,CT,Northeast,New England,Not vote for him,15,81,10
"If Sanders is the Democratic nominee, would you:",VOTENOVSANDERS,CT,Northeast,New England,Probably vote for him,21,74,24
"If Sanders is the Democratic nominee, would you:",VOTENOVSANDERS,CT,Northeast,New England,Definitely vote for him,62,35,64
Who is more inspiring about the country's future?,INSPIRES16D,CT,Northeast,New England,Clinton,42,97,2
Who is more inspiring about the country's future?,INSPIRES16D,CT,Northeast,New England,Sanders,54,16,83
Better chance to defeat Trump in November?,BEATTRUMP16,CT,Northeast,New England,Clinton,64,79,20
Better chance to defeat Trump in November?,BEATTRUMP16,CT,Northeast,New England,Sanders,33,2,97
Has the Democratic campaign mostly:,PARTYUNITYDEM,CT,Northeast,New England,Energized the Party,66,56,43
Has the Democratic campaign mostly:,PARTYUNITYDEM,CT,Northeast,New England,Divided the Party,29,43,52
When did you decide whom to vote for?,TIMENH16,CT,Northeast,New England,Just today,8,47,46
When did you decide whom to vote for?,TIMENH16,CT,Northeast,New England,In the last few days,6,N/A,N/A
When did you decide whom to vote for?,TIMENH16,CT,Northeast,New England,Sometime last week,2,N/A,N/A
When did you decide whom to vote for?,TIMENH16,CT,Northeast,New England,In the last month,12,46,54
When did you decide whom to vote for?,TIMENH16,CT,Northeast,New England,Before that,71,53,46
When did you decide whom to vote for?,TIMEPRIFEWDAYS,CT,Northeast,New England,Last few days,14,49,45
When did you decide whom to vote for?,TIMEPRIFEWDAYS,CT,Northeast,New England,Earlier,86,52,47
When did you decide whom to vote for?,TIMEPRIWK,CT,Northeast,New England,In the last week,16,51,45
When did you decide whom to vote for?,TIMEPRIWK,CT,Northeast,New England,Earlier,84,52,47
Area type,SIZEPLC3,CT,Northeast,New England,Urban area,28,60,40
Area type,SIZEPLC3,CT,Northeast,New England,Suburban area,61,46,51
Area type,SIZEPLC3,CT,Northeast,New England,Rural area,11,63,37
Region,GEOCOD,CT,Northeast,New England,NY Suburbs,30,59,40
Region,GEOCOD,CT,Northeast,New England,Hartford Area,40,51,47
Region,GEOCOD,CT,Northeast,New England,East,16,44,54
Region,GEOCOD,CT,Northeast,New England,West,14,46,51
