question,pollname,state,region,subregion,answer,percent,clinton,sanders
Income,INC100K,TX,South,West South Central,$100K or more,27,68,31
Income,INCOME3,TX,South,West South Central,Under $50K,38,66,33
Income,INCOME3,TX,South,West South Central,$50K-$100K,34,64,33
Income,INCOME3,TX,South,West South Central,$100K or more,27,68,31
Ever voted in a Democratic presidential primary?,PREVPRIDEM,TX,South,West South Central,Voted before,79,74,25
Ever voted in a Democratic presidential primary?,PREVPRIDEM,TX,South,West South Central,First-time voter,20,38,58
Party ID,PARTY,TX,South,West South Central,Democrats,71,75,25
Party ID,PARTY,TX,South,West South Central,Republicans,3,N/A,N/A
Party ID,PARTY,TX,South,West South Central,Independents,26,46,52
Ideology,PHIL4,TX,South,West South Central,Very liberal,20,60,40
Ideology,PHIL4,TX,South,West South Central,Somewhat liberal,39,63,37
Ideology,PHIL4,TX,South,West South Central,Moderate,34,73,26
Ideology,PHIL4,TX,South,West South Central,Conservative,7,N/A,N/A
Ideology,PHIL3X,TX,South,West South Central,Liberal,59,62,38
Ideology,PHIL3X,TX,South,West South Central,Moderate,34,73,26
Ideology,PHIL3X,TX,South,West South Central,Conservative,7,N/A,N/A
Ideology ,PHIL2D,TX,South,West South Central,Liberal,59,62,38
Ideology ,PHIL2D,TX,South,West South Central,Moderate/Conservative,41,73,24
Attend religious services:,ATTEND,TX,South,West South Central,More than once a week,15,73,24
Attend religious services:,ATTEND,TX,South,West South Central,Once a week,26,79,18
Attend religious services:,ATTEND,TX,South,West South Central,A few times a month,18,70,29
Attend religious services:,ATTEND,TX,South,West South Central,A few times a year,16,67,33
Attend religious services:,ATTEND,TX,South,West South Central,Never,24,45,54
Attend religious services:,ATTEND2,TX,South,West South Central,Weekly,40,77,21
Attend religious services:,ATTEND2,TX,South,West South Central,Occasionally,33,69,31
Attend religious services:,ATTEND2,TX,South,West South Central,Never,24,45,54
Most important issue,ISSDEM16,TX,South,West South Central,Health care,23,69,30
Most important issue,ISSDEM16,TX,South,West South Central,Economy/Jobs,38,71,29
Most important issue,ISSDEM16,TX,South,West South Central,Terrorism,12,84,14
Most important issue,ISSDEM16,TX,South,West South Central,Income inequality,25,51,48
Top candidate quality,QLT16DEMPRI,TX,South,West South Central,Electability,13,82,17
Top candidate quality,QLT16DEMPRI,TX,South,West South Central,Cares,27,57,41
Top candidate quality,QLT16DEMPRI,TX,South,West South Central,Honest,25,41,59
Top candidate quality,QLT16DEMPRI,TX,South,West South Central,Experience,32,88,12
Who shares your values?,VALUESDEM16,TX,South,West South Central,Only Clinton,24,96,2
Who shares your values?,VALUESDEM16,TX,South,West South Central,Only Sanders,19,3,97
Who shares your values?,VALUESDEM16,TX,South,West South Central,Both,52,76,24
Who shares your values?,VALUESDEM16,TX,South,West South Central,Neither,4,N/A,N/A
Does Clinton share your values?,VALUESCLIN,TX,South,West South Central,Yes,76,82,17
Does Clinton share your values?,VALUESCLIN,TX,South,West South Central,No,23,10,87
Does Sanders share your values?,VALUESSANDERS,TX,South,West South Central,Yes,71,57,43
Does Sanders share your values?,VALUESSANDERS,TX,South,West South Central,No,28,89,7
Who is honest and trustworthy?,HONESTDEM16,TX,South,West South Central,Only Clinton,20,95,3
Who is honest and trustworthy?,HONESTDEM16,TX,South,West South Central,Only Sanders,28,11,89
Who is honest and trustworthy?,HONESTDEM16,TX,South,West South Central,Both,42,88,12
Who is honest and trustworthy?,HONESTDEM16,TX,South,West South Central,Neither,7,N/A,N/A
Is Clinton honest and trustworthy?,HONESTDEM16CLIN,TX,South,West South Central,Yes,62,90,9
Is Clinton honest and trustworthy?,HONESTDEM16CLIN,TX,South,West South Central,No,34,22,76
Is Sanders honest and trustworthy?,HONESTDEM16SAND,TX,South,West South Central,Yes,70,57,43
Is Sanders honest and trustworthy?,HONESTDEM16SAND,TX,South,West South Central,No,26,87,8
Who do you trust in an international crisis?,INTCRISISDEM16,TX,South,West South Central,Only Clinton,43,95,5
Who do you trust in an international crisis?,INTCRISISDEM16,TX,South,West South Central,Only Sanders,11,4,96
Who do you trust in an international crisis?,INTCRISISDEM16,TX,South,West South Central,Both,40,56,44
Who do you trust in an international crisis?,INTCRISISDEM16,TX,South,West South Central,Neither,5,N/A,N/A
Trust Clinton in an international crisis?,INTCRISISDEMCLIN,TX,South,West South Central,Yes,83,76,24
Trust Clinton in an international crisis?,INTCRISISDEMCLIN,TX,South,West South Central,No,16,17,76
Trust Sanders in an international crisis?,INTCRISISDEMSANDERS,TX,South,West South Central,Yes,51,44,55
Trust Sanders in an international crisis?,INTCRISISDEMSANDERS,TX,South,West South Central,No,48,91,7
Who do you trust to handle race relations?,RACERELDEM16,TX,South,West South Central,Only Clinton,29,99,1
Who do you trust to handle race relations?,RACERELDEM16,TX,South,West South Central,Only Sanders,15,12,88
Who do you trust to handle race relations?,RACERELDEM16,TX,South,West South Central,Both,51,66,34
Who do you trust to handle race relations?,RACERELDEM16,TX,South,West South Central,Neither,4,N/A,N/A
Trust Clinton to handle race relations?,RACERELCLIN,TX,South,West South Central,Yes,80,78,22
Trust Clinton to handle race relations?,RACERELCLIN,TX,South,West South Central,No,19,19,76
Trust Sanders to handle race relations?,RACERELSANDERS,TX,South,West South Central,Yes,66,53,46
Trust Sanders to handle race relations?,RACERELSANDERS,TX,South,West South Central,No,33,92,5
Race relations in this country have:,RACEREL14,TX,South,West South Central,Gotten better,15,69,29
Race relations in this country have:,RACEREL14,TX,South,West South Central,Stayed the same,33,65,35
Race relations in this country have:,RACEREL14,TX,South,West South Central,Gotten worse,50,67,31
Better handle Supreme Court nominations?,SCOTUSDEM16,TX,South,West South Central,Clinton,64,95,4
Better handle Supreme Court nominations?,SCOTUSDEM16,TX,South,West South Central,Sanders,30,6,93
Did either candidate attack the other unfairly?,UNFAIRDEM16,TX,South,West South Central,Only Clinton did,11,22,73
Did either candidate attack the other unfairly?,UNFAIRDEM16,TX,South,West South Central,Only Sanders did,5,N/A,N/A
Did either candidate attack the other unfairly?,UNFAIRDEM16,TX,South,West South Central,Both did,16,N/A,N/A
Did either candidate attack the other unfairly?,UNFAIRDEM16,TX,South,West South Central,Neither did,61,70,29
Did Clinton attack Sanders unfairly?,UNFAIRDEM16CLIN,TX,South,West South Central,Yes,27,56,41
Did Clinton attack Sanders unfairly?,UNFAIRDEM16CLIN,TX,South,West South Central,No,66,71,29
Did Sanders attack Clinton unfairly?,UNFAIRDEM16SAND,TX,South,West South Central,Yes,21,79,18
Did Sanders attack Clinton unfairly?,UNFAIRDEM16SAND,TX,South,West South Central,No,72,63,36
The next president should:,OBAMAPLCY,TX,South,West South Central,Continue Obama's policies,48,80,20
The next president should:,OBAMAPLCY,TX,South,West South Central,Be more liberal,27,40,58
The next president should:,OBAMAPLCY,TX,South,West South Central,Be less liberal,12,N/A,N/A
U.S. economic system generally:,ECONFAIR,TX,South,West South Central,Favors the wealthy,81,65,34
U.S. economic system generally:,ECONFAIR,TX,South,West South Central,Is fair to most Americans,17,75,22
Worried about U.S. economy?,ECONWORR,TX,South,West South Central,Very worried,40,72,27
Worried about U.S. economy?,ECONWORR,TX,South,West South Central,Somewhat worried,40,61,38
Worried about U.S. economy?,ECONWORR,TX,South,West South Central,Not too worried,16,57,39
Worried about U.S. economy?,ECONWORR,TX,South,West South Central,Not at all worried,3,N/A,N/A
Worried about U.S. economy?,ECOWORR2,TX,South,West South Central,Yes,80,66,33
Worried about U.S. economy?,ECOWORR2,TX,South,West South Central,No,19,64,33
Feelings about the federal government,GOVTANGR16,TX,South,West South Central,Enthusiastic,8,N/A,N/A
Feelings about the federal government,GOVTANGR16,TX,South,West South Central,Satisfied,34,81,19
Feelings about the federal government,GOVTANGR16,TX,South,West South Central,Dissatisfied,43,57,40
Feelings about the federal government,GOVTANGR16,TX,South,West South Central,Angry,13,48,51
Feelings about the federal government,GOVTANGR16B,TX,South,West South Central,Enthusiastic/Satisfied,42,82,18
Feelings about the federal government,GOVTANGR16B,TX,South,West South Central,Dissatisfied/Angry,57,55,43
Next president should be:,OUTSIDER16,TX,South,West South Central,Experienced in politics,82,75,24
Next president should be:,OUTSIDER16,TX,South,West South Central,Outside the establishment,13,N/A,N/A
Satisfied if Clinton wins the nomination?,SATHCLIN,TX,South,West South Central,Yes,82,79,20
Satisfied if Clinton wins the nomination?,SATHCLIN,TX,South,West South Central,No,17,11,84
Satisfied if Sanders wins the nomination?,SATSANDERS,TX,South,West South Central,Yes,67,52,47
Satisfied if Sanders wins the nomination?,SATSANDERS,TX,South,West South Central,No,30,95,1
Clinton's positions on the issues are:,CLINTONLIB,TX,South,West South Central,Too liberal,7,N/A,N/A
Clinton's positions on the issues are:,CLINTONLIB,TX,South,West South Central,Not liberal enough,20,25,75
Clinton's positions on the issues are:,CLINTONLIB,TX,South,West South Central,About right,70,82,18
Sanders' positions on the issues are:,SANDERSLIB,TX,South,West South Central,Too liberal,26,91,7
Sanders' positions on the issues are:,SANDERSLIB,TX,South,West South Central,Not liberal enough,18,N/A,N/A
Sanders' positions on the issues are:,SANDERSLIB,TX,South,West South Central,About right,49,47,53
When did you decide whom to vote for?,TIMENH16,TX,South,West South Central,Just today,6,N/A,N/A
When did you decide whom to vote for?,TIMENH16,TX,South,West South Central,In the last few days,9,N/A,N/A
When did you decide whom to vote for?,TIMENH16,TX,South,West South Central,Sometime last week,7,N/A,N/A
When did you decide whom to vote for?,TIMENH16,TX,South,West South Central,In the last month,14,60,35
When did you decide whom to vote for?,TIMENH16,TX,South,West South Central,Before that,62,67,32
When did you decide whom to vote for?,TIMEPRIFEWDAYS,TX,South,West South Central,Last few days,15,68,29
When did you decide whom to vote for?,TIMEPRIFEWDAYS,TX,South,West South Central,Earlier,83,66,33
When did you decide whom to vote for?,TIMEPRIWK,TX,South,West South Central,In the last week,22,67,31
When did you decide whom to vote for?,TIMEPRIWK,TX,South,West South Central,Earlier,77,66,33
Area type,SIZEPLC3,TX,South,West South Central,Urban area,58,67,31
Area type,SIZEPLC3,TX,South,West South Central,Suburban area,33,63,37
Area type,SIZEPLC3,TX,South,West South Central,Rural area,9,74,22
Region,GEOCOD,TX,South,West South Central,East,8,72,27
Region,GEOCOD,TX,South,West South Central,Dallas/Ft. Worth,23,63,35
Region,GEOCOD,TX,South,West South Central,Houston,23,73,27
Region,GEOCOD,TX,South,West South Central,S. Central,16,56,44
Region,GEOCOD,TX,South,West South Central,West,6,N/A,N/A
Region,GEOCOD,TX,South,West South Central,Latino Southwest,24,67,30
