question,pollname,state,region,subregion,answer,percent,clinton,sanders
Who shares your values?,VALUESDEM16,AL,South,East South Central,Both,40,76,21
Who shares your values?,VALUESDEM16,AL,South,East South Central,Neither,5,N/A,N/A
Does Clinton share your values?,VALUESCLIN,AL,South,East South Central,Yes,83,87,11
Does Clinton share your values?,VALUESCLIN,AL,South,East South Central,No,15,N/A,N/A
Does Sanders share your values?,VALUESSANDERS,AL,South,East South Central,Yes,50,63,33
Does Sanders share your values?,VALUESSANDERS,AL,South,East South Central,No,48,91,7
Who is honest and trustworthy?,HONESTDEM16,AL,South,East South Central,Only Clinton,37,96,2
Who is honest and trustworthy?,HONESTDEM16,AL,South,East South Central,Only Sanders,15,N/A,N/A
Who is honest and trustworthy?,HONESTDEM16,AL,South,East South Central,Both,39,86,12
Who is honest and trustworthy?,HONESTDEM16,AL,South,East South Central,Neither,8,N/A,N/A
Is Clinton honest and trustworthy?,HONESTDEM16CLIN,AL,South,East South Central,Yes,76,91,7
Is Clinton honest and trustworthy?,HONESTDEM16CLIN,AL,South,East South Central,No,23,N/A,N/A
Is Sanders honest and trustworthy?,HONESTDEM16SAND,AL,South,East South Central,Yes,54,67,30
Is Sanders honest and trustworthy?,HONESTDEM16SAND,AL,South,East South Central,No,45,89,8
Who do you trust in an international crisis?,INTCRISISDEM16,AL,South,East South Central,Only Clinton,58,99,N/A
Who do you trust in an international crisis?,INTCRISISDEM16,AL,South,East South Central,Only Sanders,11,N/A,N/A
Who do you trust in an international crisis?,INTCRISISDEM16,AL,South,East South Central,Both,26,63,34
Who do you trust in an international crisis?,INTCRISISDEM16,AL,South,East South Central,Neither,4,N/A,N/A
Trust Clinton in an international crisis?,INTCRISISDEMCLIN,AL,South,East South Central,Yes,84,88,10
Trust Clinton in an international crisis?,INTCRISISDEMCLIN,AL,South,East South Central,No,15,N/A,N/A
Trust Sanders in an international crisis?,INTCRISISDEMSANDERS,AL,South,East South Central,Yes,36,48,50
Trust Sanders in an international crisis?,INTCRISISDEMSANDERS,AL,South,East South Central,No,63,96,1
Who do you trust to handle race relations?,RACERELDEM16,AL,South,East South Central,Only Clinton,47,99,1
Who do you trust to handle race relations?,RACERELDEM16,AL,South,East South Central,Only Sanders,10,N/A,N/A
Who do you trust to handle race relations?,RACERELDEM16,AL,South,East South Central,Both,37,73,24
Who do you trust to handle race relations?,RACERELDEM16,AL,South,East South Central,Neither,4,N/A,N/A
Trust Clinton to handle race relations?,RACERELCLIN,AL,South,East South Central,Yes,84,88,11
Trust Clinton to handle race relations?,RACERELCLIN,AL,South,East South Central,No,14,N/A,N/A
Trust Sanders to handle race relations?,RACERELSANDERS,AL,South,East South Central,Yes,48,59,37
Trust Sanders to handle race relations?,RACERELSANDERS,AL,South,East South Central,No,51,97,2
Race relations in this country have:,RACEREL14,AL,South,East South Central,Gotten better,15,N/A,N/A
Race relations in this country have:,RACEREL14,AL,South,East South Central,Stayed the same,38,80,17
Race relations in this country have:,RACEREL14,AL,South,East South Central,Gotten worse,45,73,23
Did either candidate attack the other unfairly?,UNFAIRDEM16,AL,South,East South Central,Only Clinton did,15,N/A,N/A
Did either candidate attack the other unfairly?,UNFAIRDEM16,AL,South,East South Central,Only Sanders did,8,N/A,N/A
Did either candidate attack the other unfairly?,UNFAIRDEM16,AL,South,East South Central,Both did,17,N/A,N/A
Did either candidate attack the other unfairly?,UNFAIRDEM16,AL,South,East South Central,Neither did,58,75,23
Did Clinton attack Sanders unfairly?,UNFAIRDEM16CLIN,AL,South,East South Central,Yes,31,78,19
Did Clinton attack Sanders unfairly?,UNFAIRDEM16CLIN,AL,South,East South Central,No,65,77,21
Did Sanders attack Clinton unfairly?,UNFAIRDEM16SAND,AL,South,East South Central,Yes,25,86,9
Did Sanders attack Clinton unfairly?,UNFAIRDEM16SAND,AL,South,East South Central,No,72,74,24
Better handle Supreme Court nominations?,SCOTUSDEM16,AL,South,East South Central,Clinton,79,95,3
Better handle Supreme Court nominations?,SCOTUSDEM16,AL,South,East South Central,Sanders,19,N/A,N/A
The next president should:,OBAMAPLCY,AL,South,East South Central,Continue Obama's policies,70,87,11
The next president should:,OBAMAPLCY,AL,South,East South Central,Be more liberal,17,N/A,N/A
The next president should:,OBAMAPLCY,AL,South,East South Central,Be less liberal,11,N/A,N/A
U.S. economic system generally:,ECONFAIR,AL,South,East South Central,Favors the wealthy,80,76,21
U.S. economic system generally:,ECONFAIR,AL,South,East South Central,Is fair to most Americans,18,N/A,N/A
Worried about U.S. economy?,ECONWORR,AL,South,East South Central,Very worried,46,78,20
Worried about U.S. economy?,ECONWORR,AL,South,East South Central,Somewhat worried,34,72,23
Worried about U.S. economy?,ECONWORR,AL,South,East South Central,Not too worried,13,N/A,N/A
Worried about U.S. economy?,ECONWORR,AL,South,East South Central,Not at all worried,5,N/A,N/A
Worried about U.S. economy?,ECOWORR2,AL,South,East South Central,Yes,80,76,22
Worried about U.S. economy?,ECOWORR2,AL,South,East South Central,No,19,N/A,N/A
Feelings about the federal government,GOVTANGR16,AL,South,East South Central,Enthusiastic,14,N/A,N/A
Feelings about the federal government,GOVTANGR16,AL,South,East South Central,Satisfied,31,84,12
Feelings about the federal government,GOVTANGR16,AL,South,East South Central,Dissatisfied,43,73,24
Feelings about the federal government,GOVTANGR16,AL,South,East South Central,Angry,10,N/A,N/A
Feelings about the federal government,GOVTANGR16B,AL,South,East South Central,Enthusiastic/Satisfied,44,88,10
Feelings about the federal government,GOVTANGR16B,AL,South,East South Central,Dissatisfied/Angry,53,71,27
Next president should be:,OUTSIDER16,AL,South,East South Central,Experienced in politics,85,82,16
Next president should be:,OUTSIDER16,AL,South,East South Central,Outside the establishment,13,N/A,N/A
Satisfied if Clinton wins the nomination?,SATHCLIN,AL,South,East South Central,Yes,84,90,7
Satisfied if Clinton wins the nomination?,SATHCLIN,AL,South,East South Central,No,13,N/A,N/A
Satisfied if Sanders wins the nomination?,SATSANDERS,AL,South,East South Central,Yes,50,60,36
Satisfied if Sanders wins the nomination?,SATSANDERS,AL,South,East South Central,No,45,97,1
Clinton's positions on the issues are:,CLINTONLIB,AL,South,East South Central,Too liberal,7,N/A,N/A
Clinton's positions on the issues are:,CLINTONLIB,AL,South,East South Central,Not liberal enough,16,N/A,N/A
Clinton's positions on the issues are:,CLINTONLIB,AL,South,East South Central,About right,74,92,7
Sanders' positions on the issues are:,SANDERSLIB,AL,South,East South Central,Too liberal,29,93,3
Sanders' positions on the issues are:,SANDERSLIB,AL,South,East South Central,Not liberal enough,23,N/A,N/A
Sanders' positions on the issues are:,SANDERSLIB,AL,South,East South Central,About right,42,60,39
When did you decide whom to vote for?,TIMENH16,AL,South,East South Central,Just today,13,N/A,N/A
When did you decide whom to vote for?,TIMENH16,AL,South,East South Central,In the last few days,8,N/A,N/A
When did you decide whom to vote for?,TIMENH16,AL,South,East South Central,Sometime last week,5,N/A,N/A
When did you decide whom to vote for?,TIMENH16,AL,South,East South Central,In the last month,12,N/A,N/A
When did you decide whom to vote for?,TIMENH16,AL,South,East South Central,Before that,62,77,20
When did you decide whom to vote for?,TIMEPRIFEWDAYS,AL,South,East South Central,Last few days,21,N/A,N/A
When did you decide whom to vote for?,TIMEPRIFEWDAYS,AL,South,East South Central,Earlier,78,78,18
When did you decide whom to vote for?,TIMEPRIWK,AL,South,East South Central,In the last week,26,72,22
When did you decide whom to vote for?,TIMEPRIWK,AL,South,East South Central,Earlier,74,78,20
Area type,SIZEPLC3,AL,South,East South Central,Urban area,58,76,21
Area type,SIZEPLC3,AL,South,East South Central,Suburban area,20,73,24
Area type,SIZEPLC3,AL,South,East South Central,Rural area,23,84,11
Region,GEOCOD,AL,South,East South Central,North,18,69,28
Region,GEOCOD,AL,South,East South Central,North Central,18,73,22
Region,GEOCOD,AL,South,East South Central,Birmingham/S. Central,47,81,16
Region,GEOCOD,AL,South,East South Central,South,18,80,17
