question,pollname,state,region,subregion,answer,percent,clinton,sanders
Most important issue,ISSDEM16,OH,Midwest,East North Central,Economy/Jobs,40,59,39
Most important issue,ISSDEM16,OH,Midwest,East North Central,Terrorism,10,79,21
Most important issue,ISSDEM16,OH,Midwest,East North Central,Income inequality,25,39,61
Top candidate quality,QLT16DEMPRI,OH,Midwest,East North Central,Electability,13,83,17
Top candidate quality,QLT16DEMPRI,OH,Midwest,East North Central,Cares,28,42,58
Top candidate quality,QLT16DEMPRI,OH,Midwest,East North Central,Honest,26,26,73
Top candidate quality,QLT16DEMPRI,OH,Midwest,East North Central,Experience,31,84,15
The next president should:,OBAMAPLCY,OH,Midwest,East North Central,Continue Obama's policies,51,74,26
The next president should:,OBAMAPLCY,OH,Midwest,East North Central,Be more liberal,32,28,71
The next president should:,OBAMAPLCY,OH,Midwest,East North Central,Be less liberal,12,48,47
Race relations in this country have:,RACEREL14,OH,Midwest,East North Central,Gotten better,12,N/A,N/A
Race relations in this country have:,RACEREL14,OH,Midwest,East North Central,Stayed the same,30,57,42
Race relations in this country have:,RACEREL14,OH,Midwest,East North Central,Gotten worse,56,57,43
Who do you trust to handle race relations?,RACERELDEM16,OH,Midwest,East North Central,Only Clinton,20,100,N/A
Who do you trust to handle race relations?,RACERELDEM16,OH,Midwest,East North Central,Only Sanders,16,2,98
Who do you trust to handle race relations?,RACERELDEM16,OH,Midwest,East North Central,Both,59,57,42
Who do you trust to handle race relations?,RACERELDEM16,OH,Midwest,East North Central,Neither,4,N/A,N/A
Trust Clinton to handle race relations?,RACERELCLIN,OH,Midwest,East North Central,Yes,79,68,31
Trust Clinton to handle race relations?,RACERELCLIN,OH,Midwest,East North Central,No,19,9,90
Trust Sanders to handle race relations?,RACERELSANDERS,OH,Midwest,East North Central,Yes,75,45,54
Trust Sanders to handle race relations?,RACERELSANDERS,OH,Midwest,East North Central,No,24,91,8
Trade with other countries:,TRADE16,OH,Midwest,East North Central,Creates U.S. jobs,29,65,35
Trade with other countries:,TRADE16,OH,Midwest,East North Central,Takes away U.S. jobs,53,54,45
Trade with other countries:,TRADE16,OH,Midwest,East North Central,Does not affect jobs,13,N/A,N/A
Worried about U.S. economy?,ECONWORR,OH,Midwest,East North Central,Very worried,34,52,46
Worried about U.S. economy?,ECONWORR,OH,Midwest,East North Central,Somewhat worried,41,50,49
Worried about U.S. economy?,ECONWORR,OH,Midwest,East North Central,Not too worried,20,67,33
Worried about U.S. economy?,ECONWORR,OH,Midwest,East North Central,Not at all worried,4,N/A,N/A
Worried about U.S. economy?,ECOWORR2,OH,Midwest,East North Central,Yes,75,51,48
Worried about U.S. economy?,ECOWORR2,OH,Midwest,East North Central,No,24,69,31
Family's financial situation,GETAHEAD,OH,Midwest,East North Central,Getting ahead,20,57,43
Family's financial situation,GETAHEAD,OH,Midwest,East North Central,Holding steady ,62,57,42
Family's financial situation,GETAHEAD,OH,Midwest,East North Central,Falling behind ,19,57,43
Next president should be:,OUTSIDER16,OH,Midwest,East North Central,Experienced in politics,81,61,38
Next president should be:,OUTSIDER16,OH,Midwest,East North Central,Outside the establishment,15,26,71
Satisfied if Clinton wins the nomination?,SATHCLIN,OH,Midwest,East North Central,Yes,76,73,26
Satisfied if Clinton wins the nomination?,SATHCLIN,OH,Midwest,East North Central,No,23,3,96
Satisfied if Sanders wins the nomination?,SATSANDERS,OH,Midwest,East North Central,Yes,66,38,62
Satisfied if Sanders wins the nomination?,SATSANDERS,OH,Midwest,East North Central,No,32,96,4
Clinton's positions on the issues are:,CLINTONLIB,OH,Midwest,East North Central,Too liberal,8,N/A,N/A
Clinton's positions on the issues are:,CLINTONLIB,OH,Midwest,East North Central,Not liberal enough,24,22,78
Clinton's positions on the issues are:,CLINTONLIB,OH,Midwest,East North Central,About right,65,75,24
Sanders' positions on the issues are:,SANDERSLIB,OH,Midwest,East North Central,Too liberal,27,85,14
Sanders' positions on the issues are:,SANDERSLIB,OH,Midwest,East North Central,Not liberal enough,11,N/A,N/A
Sanders' positions on the issues are:,SANDERSLIB,OH,Midwest,East North Central,About right,57,37,63
Is Hillary Clinton honest and trustworthy?,CLINHONEST,OH,Midwest,East North Central,Yes,61,80,18
Is Hillary Clinton honest and trustworthy?,CLINHONEST,OH,Midwest,East North Central,No,36,12,88
Is Bernie Sanders honest and trustworthy?,SANDHONEST,OH,Midwest,East North Central,Yes,79,47,52
Is Bernie Sanders honest and trustworthy?,SANDHONEST,OH,Midwest,East North Central,No,15,82,14
Hillary Clinton's views on business are:,CLINBUSINESS,OH,Midwest,East North Central,Too pro-business,29,17,82
Hillary Clinton's views on business are:,CLINBUSINESS,OH,Midwest,East North Central,Too anti-business,6,N/A,N/A
Hillary Clinton's views on business are:,CLINBUSINESS,OH,Midwest,East North Central,About right,61,79,20
Bernie Sanders' views on business are:,SANDBUSINESS,OH,Midwest,East North Central,Too pro-business,7,N/A,N/A
Bernie Sanders' views on business are:,SANDBUSINESS,OH,Midwest,East North Central,Too anti-business,28,87,11
Bernie Sanders' views on business are:,SANDBUSINESS,OH,Midwest,East North Central,About right,57,32,68
Hillary Clinton's policies are:,CLINREALISTIC,OH,Midwest,East North Central,Realistic,78,71,29
Hillary Clinton's policies are:,CLINREALISTIC,OH,Midwest,East North Central,Not realistic,19,8,91
Bernie Sanders' policies are:,SANDREALISTIC,OH,Midwest,East North Central,Realistic,57,35,65
Bernie Sanders' policies are:,SANDREALISTIC,OH,Midwest,East North Central,Not realistic,40,88,12
The candidate's gender was:,GENDISS,OH,Midwest,East North Central,Most important factor,4,N/A,N/A
The candidate's gender was:,GENDISS,OH,Midwest,East North Central,An important factor,13,83,17
The candidate's gender was:,GENDISS,OH,Midwest,East North Central,Not a factor,82,53,47
Was the candidate's gender an important factor?,GENDISS2,OH,Midwest,East North Central,Yes,17,83,17
Was the candidate's gender an important factor?,GENDISS2,OH,Midwest,East North Central,No,82,53,47
Better chance to defeat Trump in November?,BEATTRUMP16,OH,Midwest,East North Central,Clinton,66,83,17
Better chance to defeat Trump in November?,BEATTRUMP16,OH,Midwest,East North Central,Sanders,31,4,96
Who would make the best commander in chief?,CICDEM16,OH,Midwest,East North Central,Clinton,57,92,6
Who would make the best commander in chief?,CICDEM16,OH,Midwest,East North Central,Sanders,40,3,97
When did you decide whom to vote for?,TIMENH16,OH,Midwest,East North Central,Just today,11,58,40
When did you decide whom to vote for?,TIMENH16,OH,Midwest,East North Central,In the last few days,8,N/A,N/A
When did you decide whom to vote for?,TIMENH16,OH,Midwest,East North Central,Sometime last week,6,N/A,N/A
When did you decide whom to vote for?,TIMENH16,OH,Midwest,East North Central,In the last month,15,52,47
When did you decide whom to vote for?,TIMENH16,OH,Midwest,East North Central,Before that,59,61,38
When did you decide whom to vote for?,TIMEPRIFEWDAYS,OH,Midwest,East North Central,Last few days,19,48,51
When did you decide whom to vote for?,TIMEPRIFEWDAYS,OH,Midwest,East North Central,Earlier,80,57,42
When did you decide whom to vote for?,TIMEPRIWK,OH,Midwest,East North Central,In the last week,25,44,55
When did you decide whom to vote for?,TIMEPRIWK,OH,Midwest,East North Central,Earlier,74,60,40
Area type,SIZEPLC3,OH,Midwest,East North Central,Urban area,44,61,38
Area type,SIZEPLC3,OH,Midwest,East North Central,Suburban area,47,53,46
Area type,SIZEPLC3,OH,Midwest,East North Central,Rural area,9,51,48
Region,GEOCOD,OH,Midwest,East North Central,Cleveland Area,22,63,35
Region,GEOCOD,OH,Midwest,East North Central,North,29,57,43
Region,GEOCOD,OH,Midwest,East North Central,Ohio Valley/West,15,52,47
Region,GEOCOD,OH,Midwest,East North Central,Columbus Area,18,52,47
Region,GEOCOD,OH,Midwest,East North Central,Cincinnati/Dayton,16,55,45
