question,pollname,state,region,subregion,answer,percent,clinton,sanders
Income,INCOME3,MA,Northeast,New England,$100K or more,37,59,39
Ever voted in a Democratic presidential primary?,PREVPRIDEM,MA,Northeast,New England,Voted before,81,55,45
Ever voted in a Democratic presidential primary?,PREVPRIDEM,MA,Northeast,New England,First-time voter,17,27,72
Party ID,PARTY,MA,Northeast,New England,Democrats,65,60,40
Party ID,PARTY,MA,Northeast,New England,Republicans,2,N/A,N/A
Party ID,PARTY,MA,Northeast,New England,Independents,33,33,66
Ideology,PHIL4,MA,Northeast,New England,Very liberal,29,42,57
Ideology,PHIL4,MA,Northeast,New England,Somewhat liberal,41,60,40
Ideology,PHIL4,MA,Northeast,New England,Moderate,25,45,54
Ideology,PHIL4,MA,Northeast,New England,Conservative,5,N/A,N/A
Ideology,PHIL3X,MA,Northeast,New England,Liberal,70,52,47
Ideology,PHIL3X,MA,Northeast,New England,Moderate,25,45,54
Ideology,PHIL3X,MA,Northeast,New England,Conservative,5,N/A,N/A
Ideology ,PHIL2D,MA,Northeast,New England,Liberal,70,52,47
Ideology ,PHIL2D,MA,Northeast,New England,Moderate/Conservative,30,45,54
Marital status,MARRIED,MA,Northeast,New England,Married,55,55,44
Marital status,MARRIED,MA,Northeast,New England,Unmarried,45,44,55
Marital status and gender,SEXWED,MA,Northeast,New England,Married men,23,49,50
Marital status and gender,SEXWED,MA,Northeast,New England,Married women,33,59,40
Marital status and gender,SEXWED,MA,Northeast,New England,Unmarried men,18,30,69
Marital status and gender,SEXWED,MA,Northeast,New England,Unmarried women,26,53,46
Most important issue,ISSDEM16,MA,Northeast,New England,Health care,16,59,41
Most important issue,ISSDEM16,MA,Northeast,New England,Economy/Jobs,40,52,48
Most important issue,ISSDEM16,MA,Northeast,New England,Terrorism,12,58,39
Most important issue,ISSDEM16,MA,Northeast,New England,Income inequality,30,40,59
Top candidate quality,QLT16DEMPRI,MA,Northeast,New England,Electability,20,81,19
Top candidate quality,QLT16DEMPRI,MA,Northeast,New England,Cares,23,30,70
Top candidate quality,QLT16DEMPRI,MA,Northeast,New England,Honest,27,9,91
Top candidate quality,QLT16DEMPRI,MA,Northeast,New England,Experience,26,90,9
Who is honest and trustworthy?,HONESTDEM16,MA,Northeast,New England,Only Clinton,7,N/A,N/A
Who is honest and trustworthy?,HONESTDEM16,MA,Northeast,New England,Only Sanders,37,9,90
Who is honest and trustworthy?,HONESTDEM16,MA,Northeast,New England,Both,48,75,25
Who is honest and trustworthy?,HONESTDEM16,MA,Northeast,New England,Neither,6,N/A,N/A
Is Clinton honest and trustworthy?,HONESTDEM16CLIN,MA,Northeast,New England,Yes,54,78,22
Is Clinton honest and trustworthy?,HONESTDEM16CLIN,MA,Northeast,New England,No,43,15,83
Is Sanders honest and trustworthy?,HONESTDEM16SAND,MA,Northeast,New England,Yes,85,46,54
Is Sanders honest and trustworthy?,HONESTDEM16SAND,MA,Northeast,New England,No,12,76,20
Who do you trust in an international crisis?,INTCRISISDEM16,MA,Northeast,New England,Only Clinton,36,94,6
Who do you trust in an international crisis?,INTCRISISDEM16,MA,Northeast,New England,Only Sanders,16,3,97
Who do you trust in an international crisis?,INTCRISISDEM16,MA,Northeast,New England,Both,41,35,64
Who do you trust in an international crisis?,INTCRISISDEM16,MA,Northeast,New England,Neither,5,N/A,N/A
Trust Clinton in an international crisis?,INTCRISISDEMCLIN,MA,Northeast,New England,Yes,77,62,37
Trust Clinton in an international crisis?,INTCRISISDEMCLIN,MA,Northeast,New England,No,21,7,91
Trust Sanders in an international crisis?,INTCRISISDEMSANDERS,MA,Northeast,New England,Yes,57,26,73
Trust Sanders in an international crisis?,INTCRISISDEMSANDERS,MA,Northeast,New England,No,41,85,14
Better handle Supreme Court nominations?,SCOTUSDEM16,MA,Northeast,New England,Clinton,52,90,10
Better handle Supreme Court nominations?,SCOTUSDEM16,MA,Northeast,New England,Sanders,43,5,94
The next president should:,OBAMAPLCY,MA,Northeast,New England,Continue Obama's policies,45,70,30
The next president should:,OBAMAPLCY,MA,Northeast,New England,Be more liberal,34,32,68
The next president should:,OBAMAPLCY,MA,Northeast,New England,Be less liberal,16,38,60
U.S. economic system generally:,ECONFAIR,MA,Northeast,New England,Favors the wealthy,87,48,51
U.S. economic system generally:,ECONFAIR,MA,Northeast,New England,Is fair to most Americans,11,59,40
Next president should be:,OUTSIDER16,MA,Northeast,New England,Experienced in politics,78,60,40
Next president should be:,OUTSIDER16,MA,Northeast,New England,Outside the establishment,17,12,86
Clinton's positions on the issues are:,CLINTONLIB,MA,Northeast,New England,Too liberal,8,30,70
Clinton's positions on the issues are:,CLINTONLIB,MA,Northeast,New England,Not liberal enough,29,24,75
Clinton's positions on the issues are:,CLINTONLIB,MA,Northeast,New England,About right,57,70,30
Sanders' positions on the issues are:,SANDERSLIB,MA,Northeast,New England,Too liberal,31,86,13
Sanders' positions on the issues are:,SANDERSLIB,MA,Northeast,New England,Not liberal enough,6,N/A,N/A
Sanders' positions on the issues are:,SANDERSLIB,MA,Northeast,New England,About right,59,28,71
When did you decide whom to vote for?,TIMENH16,MA,Northeast,New England,Just today,12,43,54
When did you decide whom to vote for?,TIMENH16,MA,Northeast,New England,In the last few days,11,59,41
When did you decide whom to vote for?,TIMENH16,MA,Northeast,New England,Sometime last week,4,N/A,N/A
When did you decide whom to vote for?,TIMENH16,MA,Northeast,New England,In the last month,15,44,55
When did you decide whom to vote for?,TIMENH16,MA,Northeast,New England,Before that,56,51,49
When did you decide whom to vote for?,TIMEPRIFEWDAYS,MA,Northeast,New England,Last few days,24,51,48
When did you decide whom to vote for?,TIMEPRIFEWDAYS,MA,Northeast,New England,Earlier,75,50,49
When did you decide whom to vote for?,TIMEPRIWK,MA,Northeast,New England,In the last week,28,52,46
When did you decide whom to vote for?,TIMEPRIWK,MA,Northeast,New England,Earlier,71,50,50
Area type,SIZEPLC3,MA,Northeast,New England,Urban area,16,61,37
Area type,SIZEPLC3,MA,Northeast,New England,Suburban area,84,48,51
Area type,SIZEPLC3,MA,Northeast,New England,Rural area,N/A,N/A,N/A
Region,GEOCOD,MA,Northeast,New England,Boston Area,33,54,45
Region,GEOCOD,MA,Northeast,New England,N. Shore/Rte. 128,17,52,46
Region,GEOCOD,MA,Northeast,New England,S. Shore/Cape Cod,13,48,51
Region,GEOCOD,MA,Northeast,New England,Industrial Belt,21,49,50
Region,GEOCOD,MA,Northeast,New England,Western Mass.,15,44,56
