question,pollname,state,region,subregion,answer,percent,clinton,sanders
Ideology,PHIL4,NH,Northeast,New England,Moderate,27,39,59
Ideology,PHIL4,NH,Northeast,New England,Conservative,4,N/A,N/A
Ideology,PHIL3X,NH,Northeast,New England,Liberal,68,39,61
Ideology,PHIL3X,NH,Northeast,New England,Moderate,27,39,59
Ideology,PHIL3X,NH,Northeast,New England,Conservative,4,N/A,N/A
Ideology ,PHIL2D,NH,Northeast,New England,Liberal,68,39,61
Ideology ,PHIL2D,NH,Northeast,New England,Moderate/Conservative,32,37,60
Marital status,MARRIED,NH,Northeast,New England,Married,58,44,56
Marital status,MARRIED,NH,Northeast,New England,Unmarried,42,31,67
Marital status and gender,SEXWED,NH,Northeast,New England,Married men,26,43,56
Marital status and gender,SEXWED,NH,Northeast,New England,Married women,31,44,56
Marital status and gender,SEXWED,NH,Northeast,New England,Unmarried men,19,25,74
Marital status and gender,SEXWED,NH,Northeast,New England,Unmarried women,24,35,62
Does anyone in your household own a gun?,GUNOWNER12,NH,Northeast,New England,Yes,30,29,69
Does anyone in your household own a gun?,GUNOWNER12,NH,Northeast,New England,No,70,43,57
Most important issue,ISSDEM16,NH,Northeast,New England,Health care,23,45,54
Most important issue,ISSDEM16,NH,Northeast,New England,Economy/Jobs,33,39,59
Most important issue,ISSDEM16,NH,Northeast,New England,Terrorism,9,46,50
Most important issue,ISSDEM16,NH,Northeast,New England,Income inequality,32,29,71
Top candidate quality,QLT16DEMPRI,NH,Northeast,New England,Electability,12,79,20
Top candidate quality,QLT16DEMPRI,NH,Northeast,New England,Cares,27,17,82
Top candidate quality,QLT16DEMPRI,NH,Northeast,New England,Honest,34,6,92
Top candidate quality,QLT16DEMPRI,NH,Northeast,New England,Experience,26,84,15
More important in your vote for president today,ISSVQUAL,NH,Northeast,New England,Positions on issues,71,32,67
More important in your vote for president today,ISSVQUAL,NH,Northeast,New England,Leadership/Qualities,26,54,45
Who shares your values?,VALUESDEM16,NH,Northeast,New England,Only Clinton,11,N/A,N/A
Who shares your values?,VALUESDEM16,NH,Northeast,New England,Only Sanders,33,2,98
Who shares your values?,VALUESDEM16,NH,Northeast,New England,Both,50,52,48
Who shares your values?,VALUESDEM16,NH,Northeast,New England,Neither,4,N/A,N/A
Does Clinton share your values?,VALUESCLIN,NH,Northeast,New England,Yes,62,60,40
Does Clinton share your values?,VALUESCLIN,NH,Northeast,New England,No,37,2,94
Does Sanders share your values?,VALUESSANDERS,NH,Northeast,New England,Yes,84,32,68
Does Sanders share your values?,VALUESSANDERS,NH,Northeast,New England,No,15,N/A,N/A
Who is honest and trustworthy?,HONESTDEM16,NH,Northeast,New England,Only Clinton,7,N/A,N/A
Who is honest and trustworthy?,HONESTDEM16,NH,Northeast,New England,Only Sanders,50,3,96
Who is honest and trustworthy?,HONESTDEM16,NH,Northeast,New England,Both,39,72,27
Who is honest and trustworthy?,HONESTDEM16,NH,Northeast,New England,Neither,3,N/A,N/A
Is Clinton honest and trustworthy?,HONESTDEM16CLIN,NH,Northeast,New England,Yes,45,76,24
Is Clinton honest and trustworthy?,HONESTDEM16CLIN,NH,Northeast,New England,No,53,6,92
Is Sanders honest and trustworthy?,HONESTDEM16SAND,NH,Northeast,New England,Yes,89,33,66
Is Sanders honest and trustworthy?,HONESTDEM16SAND,NH,Northeast,New England,No,9,N/A,N/A
Who would you trust to handle health care?,HEALTHDEM16,NH,Northeast,New England,Only Clinton,16,98,1
Who would you trust to handle health care?,HEALTHDEM16,NH,Northeast,New England,Only Sanders,29,0,99
Who would you trust to handle health care?,HEALTHDEM16,NH,Northeast,New England,Both,49,42,57
Who would you trust to handle health care?,HEALTHDEM16,NH,Northeast,New England,Neither,5,N/A,N/A
Trust Clinton to handle health care?,HEALTHDEMCLIN,NH,Northeast,New England,Yes,65,56,43
Trust Clinton to handle health care?,HEALTHDEMCLIN,NH,Northeast,New England,No,34,2,95
Trust Sanders to handle health care?,HEALTHDEMSANDERS,NH,Northeast,New England,Yes,78,27,72
Trust Sanders to handle health care?,HEALTHDEMSANDERS,NH,Northeast,New England,No,21,79,17
Who would you trust to handle the economy?,ECONDEM16,NH,Northeast,New England,Only Clinton,22,96,3
Who would you trust to handle the economy?,ECONDEM16,NH,Northeast,New England,Only Sanders,37,1,98
Who would you trust to handle the economy?,ECONDEM16,NH,Northeast,New England,Both,37,41,58
Who would you trust to handle the economy?,ECONDEM16,NH,Northeast,New England,Neither,3,N/A,N/A
Trust Clinton to handle economy?,ECONDEMCLIN,NH,Northeast,New England,Yes,59,62,38
Trust Clinton to handle economy?,ECONDEMCLIN,NH,Northeast,New England,No,40,2,95
Trust Sanders to handle economy?,ECONDEMSANDERS,NH,Northeast,New England,Yes,74,21,78
Trust Sanders to handle economy?,ECONDEMSANDERS,NH,Northeast,New England,No,25,88,9
Who do you trust in an international crisis?,INTCRISISDEM16,NH,Northeast,New England,Only Clinton,28,92,7
Who do you trust in an international crisis?,INTCRISISDEM16,NH,Northeast,New England,Only Sanders,19,0,100
Who do you trust in an international crisis?,INTCRISISDEM16,NH,Northeast,New England,Both,48,24,74
Who do you trust in an international crisis?,INTCRISISDEM16,NH,Northeast,New England,Neither,4,N/A,N/A
Trust Clinton in an international crisis?,INTCRISISDEMCLIN,NH,Northeast,New England,Yes,76,49,50
Trust Clinton in an international crisis?,INTCRISISDEMCLIN,NH,Northeast,New England,No,23,3,94
Trust Sanders in an international crisis?,INTCRISISDEMSANDERS,NH,Northeast,New England,Yes,67,18,81
Trust Sanders in an international crisis?,INTCRISISDEMSANDERS,NH,Northeast,New England,No,32,82,16
Who do you trust to deal with income inequality?,INCINEQDEM16,NH,Northeast,New England,Only Clinton,12,N/A,N/A
Who do you trust to deal with income inequality?,INCINEQDEM16,NH,Northeast,New England,Only Sanders,47,5,95
Who do you trust to deal with income inequality?,INCINEQDEM16,NH,Northeast,New England,Both,37,62,36
Who do you trust to deal with income inequality?,INCINEQDEM16,NH,Northeast,New England,Neither,3,N/A,N/A
Trust Clinton to deal with income inequality?,INCINEQDEMCLIN,NH,Northeast,New England,Yes,49,70,29
Trust Clinton to deal with income inequality?,INCINEQDEMCLIN,NH,Northeast,New England,No,50,7,92
Trust Sanders to deal with income inequality?,INCINEQDEMSANDERS,NH,Northeast,New England,Yes,84,30,69
Trust Sanders to deal with income inequality?,INCINEQDEMSANDERS,NH,Northeast,New England,No,15,N/A,N/A
Who would you trust to handle gun policy?,GUNPLCYDEM16,NH,Northeast,New England,Only Clinton,18,91,9
Who would you trust to handle gun policy?,GUNPLCYDEM16,NH,Northeast,New England,Only Sanders,23,5,95
Who would you trust to handle gun policy?,GUNPLCYDEM16,NH,Northeast,New England,Both,47,39,61
Who would you trust to handle gun policy?,GUNPLCYDEM16,NH,Northeast,New England,Neither,10,N/A,N/A
Trust Clinton to handle gun policy?,GUNPLCY16CLIN,NH,Northeast,New England,Yes,65,53,46
Trust Clinton to handle gun policy?,GUNPLCY16CLIN,NH,Northeast,New England,No,33,8,88
Trust Sanders to handle gun policy?,GUNPLCY16SAND,NH,Northeast,New England,Yes,69,28,72
Trust Sanders to handle gun policy?,GUNPLCY16SAND,NH,Northeast,New England,No,28,65,32
The next president should:,OBAMAPLCY,NH,Northeast,New England,Continue Obama's policies,40,63,37
The next president should:,OBAMAPLCY,NH,Northeast,New England,Be more liberal,42,17,82
The next president should:,OBAMAPLCY,NH,Northeast,New England,Be less liberal,13,N/A,N/A
Family's financial situation,GETAHEAD,NH,Northeast,New England,Getting ahead,15,47,53
Family's financial situation,GETAHEAD,NH,Northeast,New England,Holding steady ,66,39,60
Family's financial situation,GETAHEAD,NH,Northeast,New England,Falling behind ,18,28,70
U.S. economic system generally:,ECONFAIR,NH,Northeast,New England,Favors the wealthy,90,36,63
U.S. economic system generally:,ECONFAIR,NH,Northeast,New England,Is fair to most Americans,9,N/A,N/A
Life for the next generation of Americans will be:,LIFE,NH,Northeast,New England,Better than today,25,37,61
Life for the next generation of Americans will be:,LIFE,NH,Northeast,New England,Worse than today,39,29,70
Life for the next generation of Americans will be:,LIFE,NH,Northeast,New England,About the same,35,49,49
Worried about U.S. economy?,ECONWORR,NH,Northeast,New England,Very worried,29,24,74
Worried about U.S. economy?,ECONWORR,NH,Northeast,New England,Somewhat worried,50,39,59
Worried about U.S. economy?,ECONWORR,NH,Northeast,New England,Not too worried,18,59,41
Worried about U.S. economy?,ECONWORR,NH,Northeast,New England,Not at all worried,3,N/A,N/A
Worried about U.S. economy?,ECOWORR2,NH,Northeast,New England,Yes,79,34,65
Worried about U.S. economy?,ECOWORR2,NH,Northeast,New England,No,20,56,44
Worried about terrorist attack in U.S.?,TERRWORR,NH,Northeast,New England,Very worried,22,39,61
Worried about terrorist attack in U.S.?,TERRWORR,NH,Northeast,New England,Somewhat worried,47,45,54
Worried about terrorist attack in U.S.?,TERRWORR,NH,Northeast,New England,Not too worried,26,30,69
Worried about terrorist attack in U.S.?,TERRWORR,NH,Northeast,New England,Not at all worried,4,N/A,N/A
Worried about terrorist attack in U.S.?,TERWORR2,NH,Northeast,New England,Yes,69,43,56
Worried about terrorist attack in U.S.?,TERWORR2,NH,Northeast,New England,No,30,28,71
Views on a single-payer health care plan?,SINGLEPAYER,NH,Northeast,New England,Support,63,29,71
Views on a single-payer health care plan?,SINGLEPAYER,NH,Northeast,New England,Oppose,32,58,40
Should income tax rates:,TAXINC12,NH,Northeast,New England,Increase for all,10,N/A,N/A
Should income tax rates:,TAXINC12,NH,Northeast,New England,Increase on $250K+,78,41,59
Should income tax rates:,TAXINC12,NH,Northeast,New England,Not increase,10,N/A,N/A
Feelings about the federal government,GOVTANGR16,NH,Northeast,New England,Enthusiastic,8,N/A,N/A
Feelings about the federal government,GOVTANGR16,NH,Northeast,New England,Satisfied,31,56,44
Feelings about the federal government,GOVTANGR16,NH,Northeast,New England,Dissatisfied,49,32,67
Feelings about the federal government,GOVTANGR16,NH,Northeast,New England,Angry,12,N/A,N/A
Feelings about the federal government,GOVTANGR16B,NH,Northeast,New England,Enthusiastic/Satisfied,38,55,45
Feelings about the federal government,GOVTANGR16B,NH,Northeast,New England,Dissatisfied/Angry,61,28,70
Do you feel betrayed by Democratic politicians?,BETRAYEDDEM,NH,Northeast,New England,Yes,15,11,84
Do you feel betrayed by Democratic politicians?,BETRAYEDDEM,NH,Northeast,New England,No,83,44,56
Next president should be:,OUTSIDER16,NH,Northeast,New England,Experienced in politics,70,50,50
Next president should be:,OUTSIDER16,NH,Northeast,New England,Outside the establishment,26,8,88
Satisfied if Clinton wins the nomination?,SATHCLIN,NH,Northeast,New England,Yes,62,61,39
Satisfied if Clinton wins the nomination?,SATHCLIN,NH,Northeast,New England,No,37,N/A,97
Satisfied if Sanders wins the nomination?,SATSANDERS,NH,Northeast,New England,Yes,79,24,75
Satisfied if Sanders wins the nomination?,SATSANDERS,NH,Northeast,New England,No,20,95,2
Clinton's positions on the issues are:,CLINTONLIB,NH,Northeast,New England,Too liberal,9,N/A,N/A
Clinton's positions on the issues are:,CLINTONLIB,NH,Northeast,New England,Not liberal enough,32,10,89
Clinton's positions on the issues are:,CLINTONLIB,NH,Northeast,New England,About right,54,61,38
Sanders' positions on the issues are:,SANDERSLIB,NH,Northeast,New England,Too liberal,27,85,12
Sanders' positions on the issues are:,SANDERSLIB,NH,Northeast,New England,Not liberal enough,4,N/A,N/A
Sanders' positions on the issues are:,SANDERSLIB,NH,Northeast,New England,About right,67,18,81
Importance of race relations in deciding vote,BREAK16PRID,NH,Northeast,New England,Most important factor,8,N/A,N/A
Importance of race relations in deciding vote,BREAK16PRID,NH,Northeast,New England,An important factor,42,38,61
Importance of race relations in deciding vote,BREAK16PRID,NH,Northeast,New England,A minor factor,33,38,61
Importance of race relations in deciding vote,BREAK16PRID,NH,Northeast,New England,Not a factor,14,43,54
Were recent debates a factor in deciding vote?,BREAKFACTD,NH,Northeast,New England,Yes,83,37,61
Were recent debates a factor in deciding vote?,BREAKFACTD,NH,Northeast,New England,No,14,43,54
Were race relations important in deciding vote?,BREAKIMPD,NH,Northeast,New England,Yes,50,37,62
Were race relations important in deciding vote?,BREAKIMPD,NH,Northeast,New England,No,48,40,59
Party registration,REGNHDEM,NH,Northeast,New England,Undeclared,40,27,72
Party registration,REGNHDEM,NH,Northeast,New England,Democrat,54,49,50
Party registration,REGNHDEM,NH,Northeast,New England,Not registered,6,N/A,N/A
Did anyone contact you about your candidate?,CONTACT16PRI,NH,Northeast,New England,Yes,55,44,55
Did anyone contact you about your candidate?,CONTACT16PRI,NH,Northeast,New England,No,44,31,67
When did you decide whom to vote for?,TIMENH16,NH,Northeast,New England,Just today,13,49,44
When did you decide whom to vote for?,TIMENH16,NH,Northeast,New England,In the last few days,12,N/A,N/A
When did you decide whom to vote for?,TIMENH16,NH,Northeast,New England,Sometime last week,6,N/A,N/A
When did you decide whom to vote for?,TIMENH16,NH,Northeast,New England,In the last month,16,29,71
When did you decide whom to vote for?,TIMENH16,NH,Northeast,New England,Before that,53,38,62
When did you decide whom to vote for?,TIMEPRIFEWDAYS,NH,Northeast,New England,Last few days,25,43,52
When did you decide whom to vote for?,TIMEPRIFEWDAYS,NH,Northeast,New England,Earlier,74,36,63
When did you decide whom to vote for?,TIMEPRIWK,NH,Northeast,New England,In the last week,31,43,53
When did you decide whom to vote for?,TIMEPRIWK,NH,Northeast,New England,Earlier,68,36,64
When did you decide whom to vote for?,TIMEPRIMTH,NH,Northeast,New England,In the last month,47,38,59
When did you decide whom to vote for?,TIMEPRIMTH,NH,Northeast,New England,Earlier,53,38,62
Area type,SIZEPLC3,NH,Northeast,New England,Urban area,12,40,57
Area type,SIZEPLC3,NH,Northeast,New England,Suburban area,46,41,57
Area type,SIZEPLC3,NH,Northeast,New England,Rural area,42,34,65
Region,GEOCODNH,NH,Northeast,New England,Seacoast,18,41,59
Region,GEOCODNH,NH,Northeast,New England,Manchester/Nashua Area,18,44,54
Region,GEOCODNH,NH,Northeast,New England,Concord/Ct. Valley,26,35,64
Region,GEOCODNH,NH,Northeast,New England,South,22,39,59
Region,GEOCODNH,NH,Northeast,New England,North,17,33,65
