question,pollname,state,region,subregion,answer,percent,clinton,sanders
Who shares your values?,VALUESDEM16,VA,South,South Atlantic,Neither,4,N/A,N/A
Does Clinton share your values?,VALUESCLIN,VA,South,South Atlantic,Yes,76,78,22
Does Clinton share your values?,VALUESCLIN,VA,South,South Atlantic,No,22,13,86
Does Sanders share your values?,VALUESSANDERS,VA,South,South Atlantic,Yes,75,54,46
Does Sanders share your values?,VALUESSANDERS,VA,South,South Atlantic,No,23,93,6
Who is honest and trustworthy?,HONESTDEM16,VA,South,South Atlantic,Only Clinton,13,N/A,N/A
Who is honest and trustworthy?,HONESTDEM16,VA,South,South Atlantic,Only Sanders,31,10,90
Who is honest and trustworthy?,HONESTDEM16,VA,South,South Atlantic,Both,47,86,13
Who is honest and trustworthy?,HONESTDEM16,VA,South,South Atlantic,Neither,6,N/A,N/A
Is Clinton honest and trustworthy?,HONESTDEM16CLIN,VA,South,South Atlantic,Yes,59,89,10
Is Clinton honest and trustworthy?,HONESTDEM16CLIN,VA,South,South Atlantic,No,37,21,79
Is Sanders honest and trustworthy?,HONESTDEM16SAND,VA,South,South Atlantic,Yes,77,56,43
Is Sanders honest and trustworthy?,HONESTDEM16SAND,VA,South,South Atlantic,No,19,91,9
Who do you trust in an international crisis?,INTCRISISDEM16,VA,South,South Atlantic,Only Clinton,45,98,2
Who do you trust in an international crisis?,INTCRISISDEM16,VA,South,South Atlantic,Only Sanders,10,N/A,N/A
Who do you trust in an international crisis?,INTCRISISDEM16,VA,South,South Atlantic,Both,41,42,58
Who do you trust in an international crisis?,INTCRISISDEM16,VA,South,South Atlantic,Neither,3,N/A,N/A
Trust Clinton in an international crisis?,INTCRISISDEMCLIN,VA,South,South Atlantic,Yes,86,71,29
Trust Clinton in an international crisis?,INTCRISISDEMCLIN,VA,South,South Atlantic,No,13,14,82
Trust Sanders in an international crisis?,INTCRISISDEMSANDERS,VA,South,South Atlantic,Yes,50,35,64
Trust Sanders in an international crisis?,INTCRISISDEMSANDERS,VA,South,South Atlantic,No,48,95,5
Who do you trust to handle race relations?,RACERELDEM16,VA,South,South Atlantic,Only Clinton,25,98,2
Who do you trust to handle race relations?,RACERELDEM16,VA,South,South Atlantic,Only Sanders,16,9,91
Who do you trust to handle race relations?,RACERELDEM16,VA,South,South Atlantic,Both,55,65,35
Who do you trust to handle race relations?,RACERELDEM16,VA,South,South Atlantic,Neither,3,N/A,N/A
Trust Clinton to handle race relations?,RACERELCLIN,VA,South,South Atlantic,Yes,80,75,25
Trust Clinton to handle race relations?,RACERELCLIN,VA,South,South Atlantic,No,19,12,85
Trust Sanders to handle race relations?,RACERELSANDERS,VA,South,South Atlantic,Yes,71,52,48
Trust Sanders to handle race relations?,RACERELSANDERS,VA,South,South Atlantic,No,28,92,6
Race relations in this country have:,RACEREL14,VA,South,South Atlantic,Gotten better,13,N/A,N/A
Race relations in this country have:,RACEREL14,VA,South,South Atlantic,Stayed the same,37,64,36
Race relations in this country have:,RACEREL14,VA,South,South Atlantic,Gotten worse,48,65,34
Better handle Supreme Court nominations?,SCOTUSDEM16,VA,South,South Atlantic,Clinton,67,91,8
Better handle Supreme Court nominations?,SCOTUSDEM16,VA,South,South Atlantic,Sanders,29,5,95
Did either candidate attack the other unfairly?,UNFAIRDEM16,VA,South,South Atlantic,Only Clinton did,14,17,83
Did either candidate attack the other unfairly?,UNFAIRDEM16,VA,South,South Atlantic,Only Sanders did,4,N/A,N/A
Did either candidate attack the other unfairly?,UNFAIRDEM16,VA,South,South Atlantic,Both did,15,70,30
Did either candidate attack the other unfairly?,UNFAIRDEM16,VA,South,South Atlantic,Neither did,62,70,29
Did Clinton attack Sanders unfairly?,UNFAIRDEM16CLIN,VA,South,South Atlantic,Yes,29,45,55
Did Clinton attack Sanders unfairly?,UNFAIRDEM16CLIN,VA,South,South Atlantic,No,66,71,28
Did Sanders attack Clinton unfairly?,UNFAIRDEM16SAND,VA,South,South Atlantic,Yes,19,73,27
Did Sanders attack Clinton unfairly?,UNFAIRDEM16SAND,VA,South,South Atlantic,No,76,61,39
The next president should:,OBAMAPLCY,VA,South,South Atlantic,Continue Obama's policies,60,81,18
The next president should:,OBAMAPLCY,VA,South,South Atlantic,Be more liberal,30,36,64
The next president should:,OBAMAPLCY,VA,South,South Atlantic,Be less liberal,7,N/A,N/A
U.S. economic system generally:,ECONFAIR,VA,South,South Atlantic,Favors the wealthy,85,62,37
U.S. economic system generally:,ECONFAIR,VA,South,South Atlantic,Is fair to most Americans,13,N/A,N/A
Worried about U.S. economy?,ECONWORR,VA,South,South Atlantic,Very worried,37,57,43
Worried about U.S. economy?,ECONWORR,VA,South,South Atlantic,Somewhat worried,42,63,36
Worried about U.S. economy?,ECONWORR,VA,South,South Atlantic,Not too worried,17,78,21
Worried about U.S. economy?,ECONWORR,VA,South,South Atlantic,Not at all worried,3,N/A,N/A
Worried about U.S. economy?,ECOWORR2,VA,South,South Atlantic,Yes,79,60,39
Worried about U.S. economy?,ECOWORR2,VA,South,South Atlantic,No,20,77,22
Feelings about the federal government,GOVTANGR16,VA,South,South Atlantic,Enthusiastic,7,N/A,N/A
Feelings about the federal government,GOVTANGR16,VA,South,South Atlantic,Satisfied,31,65,35
Feelings about the federal government,GOVTANGR16,VA,South,South Atlantic,Dissatisfied,47,65,34
Feelings about the federal government,GOVTANGR16,VA,South,South Atlantic,Angry,14,41,59
Feelings about the federal government,GOVTANGR16B,VA,South,South Atlantic,Enthusiastic/Satisfied,38,69,31
Feelings about the federal government,GOVTANGR16B,VA,South,South Atlantic,Dissatisfied/Angry,61,59,40
Next president should be:,OUTSIDER16,VA,South,South Atlantic,Experienced in politics,84,71,29
Next president should be:,OUTSIDER16,VA,South,South Atlantic,Outside the establishment,13,N/A,N/A
Satisfied if Clinton wins the nomination?,SATHCLIN,VA,South,South Atlantic,Yes,80,78,22
Satisfied if Clinton wins the nomination?,SATHCLIN,VA,South,South Atlantic,No,19,6,92
Satisfied if Sanders wins the nomination?,SATSANDERS,VA,South,South Atlantic,Yes,65,46,53
Satisfied if Sanders wins the nomination?,SATSANDERS,VA,South,South Atlantic,No,31,98,2
Clinton's positions on the issues are:,CLINTONLIB,VA,South,South Atlantic,Too liberal,5,N/A,N/A
Clinton's positions on the issues are:,CLINTONLIB,VA,South,South Atlantic,Not liberal enough,26,25,75
Clinton's positions on the issues are:,CLINTONLIB,VA,South,South Atlantic,About right,66,82,18
Sanders' positions on the issues are:,SANDERSLIB,VA,South,South Atlantic,Too liberal,32,91,9
Sanders' positions on the issues are:,SANDERSLIB,VA,South,South Atlantic,Not liberal enough,10,N/A,N/A
Sanders' positions on the issues are:,SANDERSLIB,VA,South,South Atlantic,About right,54,41,58
When did you decide whom to vote for?,TIMENH16,VA,South,South Atlantic,Just today,8,N/A,N/A
When did you decide whom to vote for?,TIMENH16,VA,South,South Atlantic,In the last few days,7,N/A,N/A
When did you decide whom to vote for?,TIMENH16,VA,South,South Atlantic,Sometime last week,5,N/A,N/A
When did you decide whom to vote for?,TIMENH16,VA,South,South Atlantic,In the last month,17,62,38
When did you decide whom to vote for?,TIMENH16,VA,South,South Atlantic,Before that,63,67,33
When did you decide whom to vote for?,TIMEPRIFEWDAYS,VA,South,South Atlantic,Last few days,16,62,35
When did you decide whom to vote for?,TIMEPRIFEWDAYS,VA,South,South Atlantic,Earlier,84,64,35
When did you decide whom to vote for?,TIMEPRIWK,VA,South,South Atlantic,In the last week,20,58,40
When did you decide whom to vote for?,TIMEPRIWK,VA,South,South Atlantic,Earlier,79,66,34
Area type,SIZEPLC3,VA,South,South Atlantic,Urban area,22,68,32
Area type,SIZEPLC3,VA,South,South Atlantic,Suburban area,53,62,38
Area type,SIZEPLC3,VA,South,South Atlantic,Rural area,25,67,32
Region,GEOCOD,VA,South,South Atlantic,DC Suburbs,26,65,35
Region,GEOCOD,VA,South,South Atlantic,N. Virginia Exurbs,16,60,40
Region,GEOCOD,VA,South,South Atlantic,Central/West,13,54,43
Region,GEOCOD,VA,South,South Atlantic,Richmond/East,26,66,34
Region,GEOCOD,VA,South,South Atlantic,Tidewater,19,72,28
